Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
img01.bmp,top_left,part,0,39334,3979.892,0.145,-1.399,0.775,0.658,276.941,274.023,223.789
img01.bmp,top_left,void,1,94,37.556,0.773,1.445,0.949,0.696,14.463,9.178,10.94
img01.bmp,top_left,void,2,95,46.142,0.935,-1.466,0.872,0.565,19.647,6.959,10.998
img01.bmp,top_left,void,3,239,77.527,0.942,-1.432,0.909,0.569,31.984,10.699,17.444
img01.bmp,top_left,void,4,195,61.42,0.885,1.545,0.907,0.577,24.535,11.419,15.757
img01.bmp,top_left,void,5,146,54.77,0.883,0.818,0.912,0.477,20.885,9.814,13.634
img01.bmp,top_left,void,6,192,71.835,0.954,-1.44,0.881,0.529,30.397,9.124,15.635
img01.bmp,top_left,void,7,322,72.77,0.324,0.429,0.947,0.61,22.009,20.826,20.248
img01.bmp,top_left,void,8,342,76.184,0.498,0.893,0.927,0.594,23.752,20.593,20.867
img01.bmp,top_left,void,9,292,78.912,0.904,-0.973,0.927,0.438,31.198,13.312,19.282
img01.bmp,top_left,void,10,306,75.527,0.731,0.131,0.916,0.567,25.444,17.365,19.739
img01.bmp,top_left,void,11,425,83.841,0.642,0.766,0.944,0.605,27.779,21.289,23.262
img01.bmp,top_left,void,12,345,85.598,0.901,-1.435,0.925,0.564,33.763,14.669,20.959
img01.bmp,top_left,void,13,151,61.527,0.958,-1.066,0.91,0.387,27.403,7.877,13.866
img01.bmp,top_left,void,14,310,91.698,0.95,0.071,0.899,0.582,38.235,11.943,19.867
img01.bmp,top_left,void,15,189,74.249,0.971,0.08,0.883,0.618,33.316,7.91,15.513
img01.bmp,top_left,void,16,578,102.326,0.759,-1.402,0.941,0.585,35.743,23.257,27.128
img01.bmp,top_left,void,17,574,109.497,0.881,-1.275,0.941,0.547,41.711,19.725,27.034
img01.bmp,top_left,void,18,242,69.113,0.893,0.471,0.931,0.548,27.457,12.36,17.553
img01.bmp,top_left,void,19,371,83.941,0.807,0.428,0.939,0.609,30.077,17.757,21.734
img01.bmp,top_left,void,20,345,74.77,0.779,0.802,0.948,0.625,27.494,17.249,20.959
img01.bmp,top_left,void,21,569,110.326,0.883,-1.277,0.939,0.529,41.612,19.542,26.916
img01.bmp,top_left,void,22,404,81.598,0.49,0.195,0.955,0.622,25.591,22.31,22.68
img01.bmp,top_left,void,23,127,51.799,0.932,-0.191,0.882,0.605,21.775,7.9,12.716
img01.bmp,top_left,void,24,316,81.012,0.867,1.057,0.919,0.495,30.189,15.032,20.059
img01.bmp,top_left,void,25,353,77.941,0.779,1.348,0.944,0.63,28.051,17.573,21.2
img01.bmp,top_left,void,26,347,78.77,0.779,0.471,0.928,0.584,27.911,17.51,21.019
img01.bmp,top_left,void,27,436,89.012,0.544,0.354,0.94,0.599,27.503,23.078,23.561
img01.bmp,top_left,void,28,60,30.728,0.819,-0.149,0.882,0.625,12.092,6.94,8.74
img01.bmp,top_left,void,29,281,79.533,0.907,0.828,0.906,0.372,31.401,13.225,18.915
img01.bmp,top_left,void,30,462,93.497,0.779,0.79,0.941,0.531,32.666,20.471,24.254
img01.bmp,top_left,void,31,369,80.426,0.657,-0.518,0.937,0.569,26.321,19.834,21.675
img01.bmp,top_left,void,32,416,85.355,0.657,0.15,0.937,0.624,28.261,21.309,23.015
img01.bmp,top_left,void,33,97,43.799,0.933,-0.392,0.898,0.539,19.007,6.839,11.113
img01.bmp,top_left,void,34,196,62.148,0.871,1.206,0.907,0.523,23.926,11.775,15.797
img01.bmp,top_left,void,35,99,49.385,0.948,1.379,0.853,0.478,21.329,6.798,11.227
img01.bmp,top_left,void,36,237,66.184,0.835,1.21,0.929,0.536,24.855,13.68,17.371
img01.bmp,top_left,void,37,131,49.456,0.868,-1.376,0.916,0.567,19.375,9.628,12.915
img01.bmp,top_left,void,38,162,59.941,0.937,1.118,0.931,0.463,25.483,8.887,14.362
img01.bmp,top_left,void,39,10,10.414,0.985,0.817,1.0,0.333,8.128,1.392,3.568
img01.bmp,top_left,void,40,136,48.627,0.854,-1.38,0.919,0.589,19.146,9.965,13.159
img01.bmp,top_left,void,41,28,22.243,0.982,1.238,0.778,0.431,14.164,2.64,5.971
img01.bmp,bottom_left,part,0,38974,4087.348,0.148,-1.234,0.767,0.721,278.216,275.169,222.763
img01.bmp,bottom_left,void,1,152,49.627,0.71,1.196,0.956,0.615,17.567,12.373,13.912
img01.bmp,bottom_left,void,2,131,53.592,0.929,-1.299,0.891,0.518,22.524,8.356,12.915
img01.bmp,bottom_left,void,3,337,85.012,0.887,-1.377,0.941,0.536,32.7,15.075,20.714
img01.bmp,bottom_left,void,4,249,71.042,0.841,-1.411,0.919,0.576,25.981,14.046,17.806
img01.bmp,bottom_left,void,5,187,59.148,0.846,0.86,0.949,0.519,22.255,11.862,15.43
img01.bmp,bottom_left,void,6,59,37.456,0.972,0.86,0.922,0.328,18.359,4.312,8.667
img01.bmp,bottom_left,void,7,252,76.113,0.931,-1.411,0.91,0.554,31.612,11.542,17.912
img01.bmp,bottom_left,void,8,354,75.355,0.467,0.108,0.954,0.644,23.721,20.971,21.23
img01.bmp,bottom_left,void,9,381,79.012,0.519,0.738,0.945,0.61,25.077,21.442,22.025
img01.bmp,bottom_left,void,10,34,26.142,0.967,0.595,0.872,0.386,13.352,3.423,6.58
img01.bmp,bottom_left,void,11,344,85.326,0.875,-0.884,0.93,0.439,31.835,15.433,20.928
img01.bmp,bottom_left,void,12,345,80.527,0.763,0.112,0.925,0.595,27.811,17.98,20.959
img01.bmp,bottom_left,void,13,461,88.912,0.597,0.834,0.949,0.568,28.437,22.814,24.227
img01.bmp,bottom_left,void,14,202,80.491,0.973,0.151,0.871,0.496,35.254,8.18,16.037
img01.bmp,bottom_left,void,15,370,88.184,0.888,-1.366,0.907,0.556,34.05,15.669,21.705
img01.bmp,bottom_left,void,16,330,97.77,0.95,0.156,0.887,0.512,39.514,12.3,20.498
img01.bmp,bottom_left,void,17,191,67.977,0.935,-1.016,0.893,0.408,27.984,9.947,15.595
img01.bmp,bottom_left,void,18,605,103.497,0.739,-1.409,0.951,0.606,35.801,24.115,27.754
img01.bmp,bottom_left,void,19,598,113.74,0.892,-1.146,0.93,0.509,43.594,19.677,27.593
img01.bmp,bottom_left,void,20,231,72.77,0.919,0.556,0.895,0.45,29.227,11.49,17.15
img01.bmp,bottom_left,void,21,149,56.971,0.935,-0.156,0.909,0.621,24.019,8.55,13.774
img01.bmp,bottom_left,void,22,367,84.562,0.85,0.526,0.934,0.55,31.614,16.657,21.617
img01.bmp,bottom_left,void,23,602,114.326,0.891,-1.178,0.93,0.519,43.661,19.806,27.686
img01.bmp,bottom_left,void,24,344,76.77,0.791,0.836,0.935,0.597,28.016,17.124,20.928
img01.bmp,bottom_left,void,25,412,80.77,0.448,-0.214,0.956,0.66,25.414,22.717,22.904
img01.bmp,bottom_left,void,26,70,32.899,0.821,-0.255,0.843,0.583,13.285,7.594,9.441
img01.bmp,bottom_left,void,27,312,80.426,0.881,1.153,0.934,0.503,30.461,14.428,19.931
img01.bmp,bottom_left,void,28,356,77.941,0.78,1.491,0.939,0.646,28.116,17.611,21.29
img01.bmp,bottom_left,void,29,409,85.012,0.225,0.723,0.942,0.583,24.754,24.116,22.82
img01.bmp,bottom_left,void,30,322,78.426,0.834,0.613,0.933,0.538,28.661,15.799,20.248
img01.bmp,bottom_left,void,31,89,41.592,0.927,-0.327,0.908,0.549,18.029,6.742,10.645
img01.bmp,bottom_left,void,32,352,77.598,0.654,-0.556,0.931,0.589,25.702,19.434,21.17
img01.bmp,bottom_left,void,33,392,83.012,0.559,0.217,0.94,0.609,26.14,21.674,22.341
img01.bmp,bottom_left,void,34,268,80.119,0.921,0.937,0.905,0.372,31.875,12.422,18.472
img01.bmp,bottom_left,void,35,424,91.255,0.823,0.928,0.93,0.526,32.77,18.616,23.235
img01.bmp,bottom_left,void,36,184,59.456,0.891,1.369,0.925,0.613,24.013,10.894,15.306
img01.bmp,bottom_left,void,37,94,43.178,0.92,-1.252,0.895,0.55,18.197,7.116,10.94
img01.bmp,bottom_left,void,38,88,45.178,0.956,1.377,0.854,0.5,20.462,6.033,10.585
img01.bmp,bottom_left,void,39,199,60.87,0.875,1.401,0.952,0.614,24.183,11.726,15.918
img01.bmp,bottom_left,void,40,128,55.627,0.955,1.273,0.871,0.448,24.762,7.333,12.766
img01.bmp,bottom_left,void,41,102,46.592,0.919,-1.29,0.872,0.51,19.146,7.557,11.396
img01.bmp,bottom_left,void,42,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img01.bmp,top_right,part,0,39176,3988.051,0.163,1.528,0.78,0.712,275.773,272.072,223.339
img01.bmp,top_right,void,1,87,37.899,0.852,1.422,0.916,0.725,15.164,7.946,10.525
img01.bmp,top_right,void,2,80,39.521,0.925,-1.436,0.851,0.556,17.446,6.631,10.093
img01.bmp,top_right,void,3,252,79.527,0.94,-1.412,0.913,0.538,32.665,11.111,17.912
img01.bmp,top_right,void,4,162,55.592,0.884,1.502,0.915,0.64,22.242,10.399,14.362
img01.bmp,top_right,void,5,101,44.698,0.919,0.883,0.927,0.451,18.898,7.465,11.34
img01.bmp,top_right,void,6,199,73.87,0.96,-1.402,0.877,0.488,31.929,8.956,15.918
img01.bmp,top_right,void,7,310,69.355,0.495,0.63,0.957,0.64,22.299,19.369,19.867
img01.bmp,top_right,void,8,351,76.184,0.63,0.938,0.951,0.61,25.248,19.606,21.14
img01.bmp,top_right,void,9,332,85.497,0.903,-0.959,0.927,0.446,33.264,14.277,20.56
img01.bmp,top_right,void,10,241,67.077,0.81,0.285,0.913,0.567,24.368,14.292,17.517
img01.bmp,top_right,void,11,383,81.012,0.706,0.776,0.936,0.589,27.603,19.554,22.083
img01.bmp,top_right,void,12,355,90.184,0.912,-1.387,0.899,0.533,35.508,14.574,21.26
img01.bmp,top_right,void,13,42,29.349,0.978,-0.527,0.764,0.323,16.409,3.422,7.313
img01.bmp,top_right,void,14,177,70.77,0.954,-1.051,0.868,0.351,29.755,8.888,15.012
img01.bmp,top_right,void,15,204,76.906,0.965,0.156,0.876,0.515,33.157,8.713,16.116
img01.bmp,top_right,void,16,110,58.556,0.981,0.141,0.859,0.561,27.482,5.392,11.835
img01.bmp,top_right,void,17,598,105.497,0.766,-1.397,0.945,0.59,36.523,23.496,27.593
img01.bmp,top_right,void,18,556,108.326,0.875,-1.191,0.928,0.522,40.549,19.613,26.607
img01.bmp,top_right,void,19,282,73.941,0.88,0.617,0.943,0.542,29.036,13.804,18.949
img01.bmp,top_right,void,20,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img01.bmp,top_right,void,21,430,87.113,0.753,0.582,0.962,0.64,30.69,20.191,23.399
img01.bmp,top_right,void,22,358,77.355,0.749,0.922,0.957,0.649,27.336,18.124,21.35
img01.bmp,top_right,void,23,558,108.083,0.876,-1.223,0.941,0.544,40.781,19.654,26.655
img01.bmp,top_right,void,24,344,75.355,0.596,0.106,0.948,0.655,24.515,19.685,20.928
img01.bmp,top_right,void,25,2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.596
img01.bmp,top_right,void,26,336,80.562,0.855,1.157,0.933,0.56,30.239,15.667,20.684
img01.bmp,top_right,void,27,352,77.355,0.739,1.424,0.946,0.629,27.022,18.206,21.17
img01.bmp,top_right,void,28,374,83.598,0.626,0.144,0.921,0.581,26.389,20.588,21.822
img01.bmp,top_right,void,29,3,1.0,1.0,1.571,1.0,1.0,3.266,0.0,1.954
img01.bmp,top_right,void,30,405,85.977,0.718,0.632,0.94,0.577,28.892,20.103,22.708
img01.bmp,top_right,void,31,308,82.533,0.892,0.912,0.909,0.408,31.678,14.291,19.803
img01.bmp,top_right,void,32,338,77.598,0.726,-0.435,0.931,0.569,26.447,18.185,20.745
img01.bmp,top_right,void,33,510,96.462,0.739,0.926,0.948,0.572,33.121,22.301,25.482
img01.bmp,top_right,void,34,365,81.355,0.712,0.03,0.924,0.599,27.469,19.3,21.558
img01.bmp,top_right,void,35,37,26.899,0.968,-0.308,0.787,0.474,13.978,3.506,6.864
img01.bmp,top_right,void,36,45,33.556,0.974,0.513,0.804,0.357,16.481,3.699,7.569
img01.bmp,top_right,void,37,205,60.284,0.843,1.321,0.936,0.61,23.315,12.559,16.156
img01.bmp,top_right,void,38,15,11.45,0.97,0.769,0.882,0.357,8.993,2.178,4.37
img01.bmp,top_right,void,39,108,50.385,0.948,1.466,0.878,0.562,22.429,7.155,11.726
img01.bmp,top_right,void,40,110,44.87,0.863,-1.229,0.909,0.526,17.633,8.897,11.835
img01.bmp,top_right,void,41,230,63.941,0.805,1.314,0.958,0.59,23.638,14.034,17.113
img01.bmp,top_right,void,42,181,61.113,0.908,1.207,0.905,0.517,24.71,10.332,15.181
img01.bmp,top_right,void,43,40,25.556,0.919,0.836,0.909,0.494,11.692,4.614,7.136
img01.bmp,top_right,void,44,115,44.627,0.865,-1.194,0.935,0.581,17.857,8.958,12.101
img01.bmp,top_right,void,45,22,19.657,0.965,1.196,0.846,0.44,10.604,2.774,5.293
img01.bmp,top_right,void,46,42,29.485,0.977,1.32,0.84,0.494,16.516,3.49,7.313
img01.bmp,bottom_right,part,0,38904,4011.739,0.161,-1.186,0.772,0.67,276.86,273.25,222.563
img01.bmp,bottom_right,void,1,151,53.698,0.841,1.07,0.921,0.539,20.3,10.978,13.866
img01.bmp,bottom_right,void,2,371,89.012,0.881,-1.534,0.959,0.595,33.704,15.967,21.734
img01.bmp,bottom_right,void,3,129,51.385,0.88,-1.377,0.884,0.558,19.954,9.489,12.816
img01.bmp,bottom_right,void,4,231,66.527,0.792,1.559,0.931,0.602,23.391,14.267,17.15
img01.bmp,bottom_right,void,5,139,53.113,0.907,0.746,0.903,0.454,21.606,9.1,13.303
img01.bmp,bottom_right,void,6,280,82.698,0.935,-1.521,0.949,0.614,33.516,11.901,18.881
img01.bmp,bottom_right,void,7,342,75.012,0.53,0.281,0.95,0.598,23.917,20.286,20.867
img01.bmp,bottom_right,void,8,381,79.255,0.598,0.727,0.95,0.586,25.921,20.769,22.025
img01.bmp,bottom_right,void,9,405,91.705,0.864,-1.033,0.929,0.472,33.974,17.12,22.708
img01.bmp,bottom_right,void,10,82,45.077,0.963,-0.579,0.828,0.35,20.513,5.505,10.218
img01.bmp,bottom_right,void,11,278,73.941,0.822,0.126,0.917,0.552,26.478,15.091,18.814
img01.bmp,bottom_right,void,12,420,85.012,0.651,0.707,0.948,0.598,27.858,21.148,23.125
img01.bmp,bottom_right,void,13,235,76.977,0.933,-1.146,0.897,0.421,30.936,11.173,17.298
img01.bmp,bottom_right,void,14,382,89.355,0.892,-1.47,0.923,0.59,34.818,15.749,22.054
img01.bmp,bottom_right,void,15,135,68.213,0.981,0.092,0.823,0.527,31.181,6.125,13.111
img01.bmp,bottom_right,void,16,220,83.698,0.97,0.093,0.87,0.526,36.163,8.767,16.737
img01.bmp,bottom_right,void,17,10,8.657,0.963,-0.332,0.714,0.476,7.488,2.023,3.568
img01.bmp,bottom_right,void,18,624,104.912,0.742,-1.455,0.951,0.615,36.473,24.463,28.187
img01.bmp,bottom_right,void,19,285,81.598,0.916,0.554,0.899,0.452,32.219,12.957,19.049
img01.bmp,bottom_right,void,20,555,107.74,0.884,-1.197,0.928,0.521,41.107,19.244,26.583
img01.bmp,bottom_right,void,21,444,93.841,0.821,0.568,0.931,0.534,33.719,19.236,23.776
img01.bmp,bottom_right,void,22,372,81.598,0.795,0.836,0.935,0.595,29.278,17.779,21.763
img01.bmp,bottom_right,void,23,573,111.154,0.882,-1.218,0.933,0.513,41.9,19.707,27.01
img01.bmp,bottom_right,void,24,350,76.77,0.611,-0.236,0.938,0.612,24.947,19.747,21.11
img01.bmp,bottom_right,void,25,13,13.0,0.972,-0.224,0.765,0.619,8.502,2.006,4.068
img01.bmp,bottom_right,void,26,397,85.841,0.782,0.661,0.939,0.545,30.199,18.837,22.483
img01.bmp,bottom_right,void,27,328,83.012,0.884,1.116,0.929,0.504,31.713,14.853,20.436
img01.bmp,bottom_right,void,28,352,79.355,0.779,1.432,0.929,0.607,27.994,17.556,21.17
img01.bmp,bottom_right,void,29,3,1.0,1.0,1.571,1.0,1.0,3.266,0.0,1.954
img01.bmp,bottom_right,void,30,350,78.77,0.492,-0.237,0.933,0.583,24.187,21.062,21.11
img01.bmp,bottom_right,void,31,295,84.154,0.905,0.897,0.91,0.378,32.029,13.637,19.381
img01.bmp,bottom_right,void,32,477,94.912,0.792,0.939,0.941,0.535,33.527,20.482,24.644
img01.bmp,bottom_right,void,33,326,75.841,0.72,-0.7,0.945,0.543,26.006,18.05,20.373
img01.bmp,bottom_right,void,34,351,79.598,0.673,-0.165,0.934,0.591,26.16,19.361,21.14
img01.bmp,bottom_right,void,35,18,14.485,0.933,-0.505,0.857,0.514,7.942,2.852,4.787
img01.bmp,bottom_right,void,36,13,13.036,0.994,0.534,0.65,0.217,12.731,1.38,4.068
img01.bmp,bottom_right,void,37,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img01.bmp,bottom_right,void,38,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img01.bmp,bottom_right,void,39,187,59.113,0.876,1.369,0.944,0.575,23.418,11.277,15.43
img01.bmp,bottom_right,void,40,90,45.385,0.959,1.348,0.857,0.489,21.248,6.057,10.705
img01.bmp,bottom_right,void,41,68,37.385,0.936,-1.244,0.883,0.5,16.32,5.733,9.305
img01.bmp,bottom_right,void,42,190,61.113,0.88,1.37,0.909,0.562,24.183,11.469,15.554
img01.bmp,bottom_right,void,43,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img01.bmp,bottom_right,void,44,137,55.698,0.94,1.245,0.907,0.476,23.624,8.073,13.207
img01.bmp,bottom_right,void,45,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img01.bmp,bottom_right,void,46,74,37.971,0.933,-1.287,0.881,0.544,16.737,6.026,9.707
img01.bmp,bottom_right,void,47,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img02.bmp,top_left,part,0,38376,4133.306,0.119,-0.789,0.755,0.707,278.803,276.832,221.047
img02.bmp,top_left,void,1,97,39.763,0.745,-1.466,0.907,0.606,14.222,9.488,11.113
img02.bmp,top_left,void,2,100,45.763,0.936,-1.286,0.893,0.556,19.951,7.035,11.284
img02.bmp,top_left,void,3,241,78.426,0.942,-1.27,0.913,0.443,32.085,10.769,17.517
img02.bmp,top_left,void,4,203,63.249,0.88,-1.433,0.91,0.601,24.675,11.711,16.077
img02.bmp,top_left,void,5,159,56.284,0.888,1.022,0.909,0.505,22.126,10.186,14.228
img02.bmp,top_left,void,6,195,73.113,0.955,-1.302,0.882,0.435,30.742,9.162,15.757
img02.bmp,top_left,void,7,351,74.77,0.263,1.243,0.946,0.636,22.581,21.789,21.14
img02.bmp,top_left,void,8,379,79.012,0.552,1.213,0.952,0.61,25.286,21.084,21.967
img02.bmp,top_left,void,9,341,79.355,0.744,0.278,0.934,0.58,27.186,18.159,20.837
img02.bmp,top_left,void,10,457,85.841,0.646,1.043,0.96,0.63,28.937,22.092,24.122
img02.bmp,top_left,void,11,322,82.912,0.906,-0.801,0.928,0.426,33.07,13.976,20.248
img02.bmp,top_left,void,12,358,102.669,0.952,0.244,0.904,0.432,41.614,12.764,21.35
img02.bmp,top_left,void,13,244,86.734,0.97,0.224,0.891,0.458,37.991,9.219,17.626
img02.bmp,top_left,void,14,370,90.77,0.905,-1.282,0.918,0.541,35.349,15.038,21.705
img02.bmp,top_left,void,15,168,66.184,0.957,-0.92,0.884,0.336,29.054,8.465,14.625
img02.bmp,top_left,void,16,616,113.74,0.888,-1.109,0.932,0.524,43.811,20.109,28.006
img02.bmp,top_left,void,17,627,107.74,0.773,-1.272,0.944,0.574,37.552,23.803,28.255
img02.bmp,top_left,void,18,161,57.556,0.936,-0.036,0.904,0.644,25.002,8.83,14.318
img02.bmp,top_left,void,19,619,114.083,0.892,-1.145,0.951,0.546,44.149,19.998,28.074
img02.bmp,top_left,void,20,430,83.012,0.455,0.247,0.953,0.637,26.088,23.238,23.399
img02.bmp,top_left,void,21,273,74.77,0.899,0.636,0.941,0.5,29.817,13.072,18.644
img02.bmp,top_left,void,22,387,80.77,0.765,0.985,0.949,0.62,28.849,18.58,22.198
img02.bmp,top_left,void,23,413,87.77,0.807,0.586,0.943,0.574,31.794,18.797,22.931
img02.bmp,top_left,void,24,78,37.314,0.84,0.122,0.867,0.578,14.32,7.779,9.966
img02.bmp,top_left,void,25,390,81.598,0.791,1.519,0.951,0.641,29.728,18.191,22.284
img02.bmp,top_left,void,26,467,89.255,0.512,0.58,0.951,0.596,28.156,24.187,24.384
img02.bmp,top_left,void,27,358,85.255,0.872,1.248,0.92,0.517,32.215,15.794,21.35
img02.bmp,top_left,void,28,114,47.178,0.925,-0.202,0.898,0.603,20.37,7.716,12.048
img02.bmp,top_left,void,29,404,81.255,0.646,-0.369,0.951,0.606,27.337,20.87,22.68
img02.bmp,top_left,void,30,441,87.255,0.67,0.336,0.94,0.593,29.288,21.736,23.696
img02.bmp,top_left,void,31,379,81.941,0.774,0.655,0.952,0.607,29.177,18.478,21.967
img02.bmp,top_left,void,32,328,87.983,0.912,1.015,0.937,0.386,34.407,14.141,20.436
img02.bmp,top_left,void,33,519,96.083,0.78,1.003,0.972,0.587,34.558,21.615,25.706
img02.bmp,top_left,void,34,217,63.456,0.878,1.44,0.964,0.67,25.348,12.155,16.622
img02.bmp,top_left,void,35,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img02.bmp,top_left,void,36,137,51.249,0.874,-1.217,0.913,0.527,19.965,9.685,13.207
img02.bmp,top_left,void,37,114,50.763,0.948,1.53,0.95,0.651,22.605,7.199,12.048
img02.bmp,top_left,void,38,248,67.456,0.847,1.397,0.961,0.656,25.85,13.751,17.77
img02.bmp,top_left,void,39,142,52.456,0.87,-1.224,0.893,0.52,20.178,9.958,13.446
img02.bmp,top_left,void,40,179,64.113,0.937,1.298,0.899,0.475,26.986,9.443,15.097
img02.bmp,top_left,void,41,19,14.45,0.972,1.0,0.826,0.396,10.156,2.391,4.918
img02.bmp,top_left,void,42,31,25.621,0.987,1.409,0.775,0.484,16.317,2.584,6.283
img02.bmp,bottom_left,part,0,38086,4233.674,0.104,-0.863,0.75,0.729,279.073,277.567,220.21
img02.bmp,bottom_left,void,1,159,54.042,0.758,1.227,0.903,0.568,18.925,12.345,14.228
img02.bmp,bottom_left,void,2,142,56.835,0.917,-1.249,0.893,0.493,22.769,9.092,13.446
img02.bmp,bottom_left,void,3,360,88.048,0.885,-1.369,0.938,0.526,33.601,15.621,21.409
img02.bmp,bottom_left,void,4,269,72.456,0.84,-1.401,0.928,0.6,26.784,14.533,18.507
img02.bmp,bottom_left,void,5,199,60.113,0.839,0.884,0.966,0.526,22.834,12.417,15.918
img02.bmp,bottom_left,void,6,54,35.456,0.98,0.85,0.964,0.3,18.804,3.754,8.292
img02.bmp,bottom_left,void,7,260,78.77,0.935,-1.37,0.903,0.481,32.658,11.605,18.195
img02.bmp,bottom_left,void,8,396,79.598,0.394,0.107,0.95,0.635,24.581,22.589,22.454
img02.bmp,bottom_left,void,9,417,82.426,0.518,0.861,0.954,0.617,26.248,22.449,23.042
img02.bmp,bottom_left,void,10,30,24.728,0.982,0.583,0.789,0.312,14.302,2.713,6.18
img02.bmp,bottom_left,void,11,374,83.941,0.768,0.116,0.937,0.594,29.076,18.623,21.822
img02.bmp,bottom_left,void,12,381,90.119,0.874,-0.849,0.932,0.438,33.581,16.293,22.025
img02.bmp,bottom_left,void,13,490,90.083,0.602,0.904,0.95,0.603,29.313,23.417,24.978
img02.bmp,bottom_left,void,14,254,88.87,0.973,0.163,0.885,0.492,39.743,9.161,17.983
img02.bmp,bottom_left,void,15,387,103.805,0.951,0.179,0.911,0.484,42.964,13.219,22.198
img02.bmp,bottom_left,void,16,32,25.278,0.99,-0.433,0.744,0.25,17.34,2.49,6.383
img02.bmp,bottom_left,void,17,404,93.598,0.892,-1.344,0.92,0.546,35.952,16.222,22.68
img02.bmp,bottom_left,void,18,210,73.012,0.939,-1.0,0.897,0.395,29.953,10.268,16.352
img02.bmp,bottom_left,void,19,638,106.912,0.735,-1.365,0.949,0.6,36.565,24.785,28.501
img02.bmp,bottom_left,void,20,622,116.569,0.894,-1.123,0.944,0.505,44.637,20.002,28.142
img02.bmp,bottom_left,void,21,260,76.184,0.922,0.593,0.939,0.464,30.953,11.993,18.195
img02.bmp,bottom_left,void,22,148,57.728,0.947,-0.155,0.902,0.658,24.935,8.025,13.727
img02.bmp,bottom_left,void,23,633,116.326,0.893,-1.16,0.939,0.526,44.882,20.165,28.389
img02.bmp,bottom_left,void,24,398,90.184,0.848,0.547,0.923,0.535,33.053,17.519,22.511
img02.bmp,bottom_left,void,25,433,83.598,0.343,-0.245,0.962,0.641,25.548,23.994,23.48
img02.bmp,bottom_left,void,26,376,79.355,0.788,0.897,0.947,0.627,29.069,17.915,21.88
img02.bmp,bottom_left,void,27,59,30.107,0.848,-0.135,0.881,0.615,12.387,6.574,8.667
img02.bmp,bottom_left,void,28,375,80.77,0.792,1.481,0.945,0.637,29.238,17.834,21.851
img02.bmp,bottom_left,void,29,450,87.255,0.284,0.584,0.947,0.595,26.093,25.019,23.937
img02.bmp,bottom_left,void,30,330,83.012,0.89,1.175,0.924,0.516,32.058,14.618,20.498
img02.bmp,bottom_left,void,31,98,46.799,0.948,-0.282,0.899,0.519,20.591,6.581,11.17
img02.bmp,bottom_left,void,32,351,81.184,0.826,0.655,0.936,0.542,29.769,16.768,21.14
img02.bmp,bottom_left,void,33,377,80.184,0.617,-0.516,0.947,0.607,26.119,20.554,21.909
img02.bmp,bottom_left,void,34,420,84.426,0.561,0.273,0.948,0.603,27.138,22.462,23.125
img02.bmp,bottom_left,void,35,296,83.154,0.92,0.96,0.914,0.385,33.415,13.073,19.413
img02.bmp,bottom_left,void,36,449,93.255,0.815,0.972,0.926,0.54,33.475,19.41,23.91
img02.bmp,bottom_left,void,37,188,60.87,0.895,1.442,0.954,0.633,24.392,10.899,15.472
img02.bmp,bottom_left,void,38,105,46.213,0.918,-1.201,0.89,0.477,19.417,7.713,11.562
img02.bmp,bottom_left,void,39,88,44.349,0.958,1.446,0.854,0.599,20.659,5.948,10.585
img02.bmp,bottom_left,void,40,208,65.113,0.883,1.384,0.912,0.593,25.57,11.994,16.274
img02.bmp,bottom_left,void,41,134,56.627,0.952,1.298,0.882,0.469,24.873,7.631,13.062
img02.bmp,bottom_left,void,42,103,44.42,0.91,-1.229,0.888,0.515,18.556,7.694,11.452
img02.bmp,top_right,part,0,37905,4290.058,0.052,-0.869,0.752,0.723,277.31,276.929,219.686
img02.bmp,top_right,void,1,114,44.728,0.873,1.367,0.95,0.704,18.028,8.796,12.048
img02.bmp,top_right,void,2,99,43.314,0.915,-1.391,0.884,0.579,18.666,7.532,11.227
img02.bmp,top_right,void,3,287,83.355,0.935,-1.386,0.911,0.517,34.224,12.137,19.116
img02.bmp,top_right,void,4,192,61.178,0.868,1.555,0.923,0.615,23.429,11.639,15.635
img02.bmp,top_right,void,5,118,48.87,0.919,0.891,0.944,0.463,20.44,8.074,12.257
img02.bmp,top_right,void,6,227,79.527,0.955,-1.386,0.894,0.485,33.311,9.865,17.001
img02.bmp,top_right,void,7,347,75.012,0.491,0.7,0.948,0.602,23.742,20.685,21.019
img02.bmp,top_right,void,8,381,80.083,0.656,1.022,0.948,0.567,26.628,20.104,22.025
