Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
img10.bmp,bottom_right,void,38,34,26.899,0.989,0.542,0.81,0.27,17.05,2.561,6.58
img10.bmp,bottom_right,void,39,189,61.941,0.886,1.395,0.936,0.606,24.181,11.208,15.513
img10.bmp,bottom_right,void,40,79,39.627,0.922,-1.153,0.898,0.465,16.939,6.544,10.029
img10.bmp,bottom_right,void,41,93,46.142,0.956,1.437,0.869,0.578,21.205,6.186,10.882
img10.bmp,bottom_right,void,42,212,63.113,0.871,1.425,0.93,0.604,24.95,12.272,16.429
img10.bmp,bottom_right,void,43,14,12.414,0.99,0.936,0.778,0.222,11.049,1.552,4.222
img10.bmp,bottom_right,void,44,145,56.87,0.942,1.263,0.879,0.465,24.787,8.332,13.587
img10.bmp,bottom_right,void,45,79,39.385,0.92,-1.223,0.888,0.516,16.737,6.555,10.029
img10.bmp,bottom_right,void,46,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img10.bmp,bottom_right,void,47,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
img11.bmp,top_left,part,0,39366,4039.809,0.123,-0.983,0.77,0.728,278.42,276.3,223.88
img11.bmp,top_left,void,1,72,34.556,0.8,-1.342,0.857,0.571,13.095,7.86,9.575
img11.bmp,top_left,void,2,85,42.728,0.948,-1.365,0.859,0.531,19.283,6.157,10.403
img11.bmp,top_left,void,3,194,71.32,0.958,-1.327,0.882,0.452,30.902,8.9,15.717
img11.bmp,top_left,void,4,197,63.42,0.89,-1.507,0.904,0.561,24.933,11.367,15.838
img11.bmp,top_left,void,5,155,53.491,0.881,0.964,0.923,0.51,21.451,10.148,14.048
img11.bmp,top_left,void,6,173,69.698,0.955,-1.309,0.874,0.416,29.232,8.629,14.842
img11.bmp,top_left,void,7,343,74.184,0.163,-0.969,0.948,0.648,22.05,21.755,20.898
img11.bmp,top_left,void,8,357,76.184,0.492,1.152,0.949,0.621,24.044,20.934,21.32
img11.bmp,top_left,void,9,341,78.941,0.718,0.196,0.939,0.58,26.517,18.45,20.837
img11.bmp,top_left,void,10,285,79.497,0.912,-0.846,0.925,0.422,31.346,12.874,19.049
img11.bmp,top_left,void,11,454,88.083,0.665,0.951,0.94,0.58,29.183,21.796,24.043
img11.bmp,top_left,void,12,345,88.77,0.907,-1.339,0.92,0.532,34.483,14.488,20.959
img11.bmp,top_left,void,13,360,99.805,0.948,0.17,0.896,0.5,41.007,13.014,21.409
img11.bmp,top_left,void,14,240,84.491,0.969,0.156,0.879,0.45,37.268,9.255,17.481
img11.bmp,top_left,void,15,141,61.148,0.957,-0.962,0.87,0.346,26.603,7.678,13.399
img11.bmp,top_left,void,16,579,101.497,0.766,-1.314,0.952,0.602,35.718,22.963,27.152
img11.bmp,top_left,void,17,592,112.326,0.889,-1.21,0.931,0.53,42.892,19.671,27.455
img11.bmp,top_left,void,18,239,69.698,0.898,0.538,0.941,0.531,27.914,12.287,17.444
img11.bmp,top_left,void,19,595,112.083,0.89,-1.203,0.936,0.545,43.132,19.625,27.524
img11.bmp,top_left,void,20,179,61.213,0.908,-0.089,0.918,0.651,24.461,10.274,15.097
img11.bmp,top_left,void,21,351,77.355,0.754,0.878,0.946,0.609,27.395,17.992,21.14
img11.bmp,top_left,void,22,430,83.598,0.425,0.345,0.949,0.637,25.906,23.444,23.399
img11.bmp,top_left,void,23,371,82.527,0.809,0.458,0.961,0.609,30.167,17.719,21.734
img11.bmp,top_left,void,24,323,79.598,0.861,1.153,0.931,0.53,29.937,15.21,20.279
img11.bmp,top_left,void,25,356,78.184,0.785,1.434,0.944,0.625,28.254,17.49,21.29
img11.bmp,top_left,void,26,92,39.521,0.807,0.05,0.893,0.613,14.779,8.732,10.823
img11.bmp,top_left,void,27,452,88.426,0.556,0.568,0.94,0.598,28.169,23.406,23.99
img11.bmp,top_left,void,28,338,78.527,0.782,0.516,0.955,0.591,27.883,17.394,20.745
img11.bmp,top_left,void,29,118,51.456,0.923,-0.238,0.868,0.488,20.935,8.044,12.257
img11.bmp,top_left,void,30,384,79.012,0.621,-0.383,0.953,0.623,26.293,20.601,22.112
img11.bmp,top_left,void,31,435,88.083,0.664,0.324,0.938,0.604,28.914,21.621,23.534
img11.bmp,top_left,void,32,296,80.326,0.907,0.929,0.922,0.408,32.058,13.504,19.413
img11.bmp,top_left,void,33,475,95.255,0.795,0.879,0.935,0.547,33.621,20.405,24.592
img11.bmp,top_left,void,34,212,63.113,0.869,1.302,0.926,0.582,24.861,12.286,16.429
img11.bmp,top_left,void,35,138,50.835,0.846,-1.311,0.896,0.548,19.166,10.226,13.255
img11.bmp,top_left,void,36,98,46.971,0.944,1.471,0.916,0.636,20.386,6.71,11.17
img11.bmp,top_left,void,37,245,67.698,0.826,1.294,0.942,0.605,24.95,14.045,17.662
img11.bmp,top_left,void,38,176,63.355,0.935,1.2,0.917,0.466,26.471,9.408,14.97
img11.bmp,top_left,void,39,147,50.456,0.834,-1.309,0.907,0.538,19.347,10.672,13.681
img11.bmp,top_left,void,40,10,9.207,0.976,0.886,0.769,0.333,7.631,1.651,3.568
img11.bmp,top_left,void,41,28,22.621,0.983,1.356,0.8,0.5,14.282,2.585,5.971
img11.bmp,bottom_left,part,0,38855,4188.159,0.099,-0.859,0.756,0.686,279.832,278.444,222.422
img11.bmp,bottom_left,void,1,143,49.213,0.722,1.284,0.953,0.627,17.257,11.947,13.493
img11.bmp,bottom_left,void,2,125,51.592,0.927,-1.337,0.88,0.543,21.894,8.228,12.616
img11.bmp,bottom_left,void,3,319,82.598,0.894,-1.41,0.919,0.554,32.252,14.425,20.153
img11.bmp,bottom_left,void,4,252,71.456,0.849,-1.475,0.913,0.562,26.311,13.92,17.912
img11.bmp,bottom_left,void,5,196,60.284,0.84,0.841,0.907,0.516,22.811,12.38,15.797
img11.bmp,bottom_left,void,6,59,37.042,0.972,0.806,0.868,0.303,18.375,4.307,8.667
img11.bmp,bottom_left,void,7,245,76.32,0.933,-1.418,0.907,0.538,31.552,11.318,17.662
img11.bmp,bottom_left,void,8,386,79.598,0.388,0.0,0.944,0.619,24.527,22.604,22.169
img11.bmp,bottom_left,void,9,401,81.255,0.503,0.738,0.948,0.617,25.511,22.054,22.596
img11.bmp,bottom_left,void,10,341,85.533,0.88,-0.901,0.919,0.437,32.214,15.277,20.837
img11.bmp,bottom_left,void,11,42,28.556,0.973,0.527,0.824,0.333,15.722,3.621,7.313
img11.bmp,bottom_left,void,12,369,83.355,0.763,0.083,0.927,0.586,28.754,18.578,21.675
img11.bmp,bottom_left,void,13,488,89.497,0.622,0.908,0.953,0.601,29.463,23.066,24.927
img11.bmp,bottom_left,void,14,389,92.012,0.893,-1.393,0.926,0.539,35.274,15.906,22.255
img11.bmp,bottom_left,void,15,195,70.391,0.938,-1.037,0.899,0.387,28.551,9.909,15.757
img11.bmp,bottom_left,void,16,370,104.012,0.95,0.127,0.898,0.492,41.91,13.027,21.705
img11.bmp,bottom_left,void,17,257,88.663,0.969,0.103,0.883,0.522,38.4,9.529,18.089
img11.bmp,bottom_left,void,18,639,105.74,0.739,-1.389,0.954,0.607,36.725,24.73,28.524
img11.bmp,bottom_left,void,19,628,113.74,0.886,-1.195,0.943,0.541,43.916,20.347,28.277
img11.bmp,bottom_left,void,20,243,75.941,0.923,0.505,0.924,0.466,30.278,11.615,17.59
img11.bmp,bottom_left,void,21,372,85.977,0.852,0.491,0.932,0.528,32.14,16.832,21.763
img11.bmp,bottom_left,void,22,370,79.598,0.79,0.822,0.934,0.592,29.01,17.794,21.705
img11.bmp,bottom_left,void,23,170,60.006,0.922,-0.19,0.895,0.618,24.609,9.525,14.712
img11.bmp,bottom_left,void,24,630,116.569,0.89,-1.222,0.932,0.519,44.61,20.313,28.322
img11.bmp,bottom_left,void,25,435,84.426,0.36,-0.242,0.944,0.62,25.676,23.95,23.534
img11.bmp,bottom_left,void,26,328,83.012,0.883,1.115,0.929,0.504,31.527,14.81,20.436
img11.bmp,bottom_left,void,27,377,82.184,0.8,1.423,0.931,0.608,29.568,17.744,21.909
img11.bmp,bottom_left,void,28,82,37.728,0.806,-0.089,0.872,0.586,14.095,8.347,10.218
img11.bmp,bottom_left,void,29,322,79.012,0.832,0.571,0.931,0.519,28.651,15.903,20.248
img11.bmp,bottom_left,void,30,440,87.012,0.407,0.702,0.942,0.604,26.465,24.179,23.669
img11.bmp,bottom_left,void,31,106,47.042,0.925,-0.328,0.883,0.459,19.944,7.599,11.617
img11.bmp,bottom_left,void,32,290,80.326,0.918,0.911,0.909,0.4,32.753,12.995,19.216
img11.bmp,bottom_left,void,33,379,79.255,0.64,-0.555,0.948,0.585,26.399,20.282,21.967
img11.bmp,bottom_left,void,34,446,92.912,0.82,0.893,0.937,0.516,33.57,19.202,23.83
img11.bmp,bottom_left,void,35,424,85.255,0.572,0.267,0.936,0.585,27.37,22.458,23.235
img11.bmp,bottom_left,void,36,193,60.87,0.899,1.335,0.932,0.596,24.867,10.881,15.676
img11.bmp,bottom_left,void,37,84,43.349,0.954,1.403,0.866,0.571,19.926,5.954,10.342
img11.bmp,bottom_left,void,38,107,46.213,0.91,-1.297,0.899,0.535,19.08,7.916,11.672
img11.bmp,bottom_left,void,39,208,63.113,0.871,1.341,0.92,0.571,24.637,12.088,16.274
img11.bmp,bottom_left,void,40,136,57.87,0.953,1.236,0.895,0.436,24.956,7.541,13.159
img11.bmp,bottom_left,void,41,108,45.799,0.901,-1.341,0.885,0.568,18.59,8.063,11.726
img11.bmp,bottom_left,void,42,6,4.414,0.991,1.315,0.75,0.5,7.058,0.926,2.764
img11.bmp,top_right,part,0,38971,4130.904,0.279,0.851,0.762,0.685,281.858,270.645,222.754
img11.bmp,top_right,void,1,77,34.692,0.829,1.434,0.906,0.688,14.038,7.856,9.901
img11.bmp,top_right,void,2,84,39.935,0.917,-1.437,0.866,0.583,17.448,6.97,10.342
img11.bmp,top_right,void,3,259,82.148,0.948,-1.407,0.893,0.487,34.207,10.842,18.16
img11.bmp,top_right,void,4,184,60.006,0.88,1.528,0.911,0.566,23.823,11.295,15.306
img11.bmp,top_right,void,5,103,45.456,0.928,0.83,0.896,0.429,19.848,7.383,11.452
img11.bmp,top_right,void,6,198,75.249,0.956,-1.41,0.88,0.485,31.476,9.197,15.878
img11.bmp,top_right,void,7,331,73.598,0.425,0.713,0.935,0.6,22.741,20.583,20.529
img11.bmp,top_right,void,8,367,77.598,0.618,0.982,0.953,0.612,25.575,20.112,21.617
img11.bmp,top_right,void,9,363,91.154,0.902,-0.956,0.917,0.423,35.04,15.147,21.499
img11.bmp,top_right,void,10,279,74.113,0.81,0.243,0.915,0.554,26.354,15.45,18.848
img11.bmp,top_right,void,11,425,84.912,0.695,0.821,0.955,0.562,28.801,20.703,23.262
img11.bmp,top_right,void,12,375,93.598,0.914,-1.405,0.912,0.534,36.749,14.928,21.851
img11.bmp,top_right,void,13,27,23.243,0.99,-0.481,0.711,0.241,16.122,2.231,5.863
img11.bmp,top_right,void,14,200,73.77,0.955,-1.056,0.889,0.37,31.22,9.227,15.958
img11.bmp,top_right,void,15,242,85.077,0.966,0.159,0.89,0.504,36.977,9.498,17.553
img11.bmp,top_right,void,16,158,75.042,0.981,0.139,0.84,0.502,33.587,6.585,14.184
img11.bmp,top_right,void,17,637,108.326,0.766,-1.405,0.941,0.59,37.75,24.272,28.479
img11.bmp,top_right,void,18,610,113.74,0.88,-1.194,0.934,0.525,43.025,20.423,27.869
img11.bmp,top_right,void,19,312,82.255,0.883,0.619,0.92,0.506,31.008,14.559,19.931
img11.bmp,top_right,void,20,463,93.012,0.767,0.596,0.947,0.594,32.307,20.746,24.28
img11.bmp,top_right,void,21,392,80.77,0.755,0.893,0.954,0.627,28.83,18.915,22.341
img11.bmp,top_right,void,22,610,114.326,0.883,-1.249,0.93,0.533,43.288,20.301,27.869
img11.bmp,top_right,void,23,380,78.527,0.562,0.156,0.948,0.664,25.443,21.051,21.996
img11.bmp,top_right,void,24,22,17.036,0.979,-0.075,0.815,0.611,12.062,2.446,5.293
img11.bmp,top_right,void,25,361,86.426,0.859,1.142,0.919,0.513,31.967,16.379,21.439
img11.bmp,top_right,void,26,385,81.355,0.766,1.383,0.946,0.642,28.926,18.584,22.14
img11.bmp,top_right,void,27,427,87.598,0.732,0.604,0.947,0.587,29.927,20.392,23.317
img11.bmp,top_right,void,28,8,7.036,0.812,-0.337,0.889,0.667,4.12,2.403,3.192
img11.bmp,top_right,void,29,400,84.77,0.605,0.16,0.93,0.595,27.055,21.545,22.568
img11.bmp,top_right,void,30,335,87.19,0.903,0.895,0.92,0.4,33.95,14.569,20.653
img11.bmp,top_right,void,31,375,80.669,0.705,-0.439,0.952,0.562,27.451,19.466,21.851
img11.bmp,top_right,void,32,532,98.912,0.736,0.921,0.943,0.556,33.787,22.877,26.026
img11.bmp,top_right,void,33,391,84.527,0.722,0.06,0.931,0.621,28.615,19.809,22.312
img11.bmp,top_right,void,34,47,34.521,0.976,-0.328,0.839,0.42,17.322,3.797,7.736
img11.bmp,top_right,void,35,40,32.935,0.982,0.484,0.784,0.296,16.882,3.162,7.136
img11.bmp,top_right,void,36,218,64.527,0.857,1.312,0.936,0.559,24.717,12.725,16.66
img11.bmp,top_right,void,37,3,1.414,1.0,-0.785,1.0,0.333,4.619,0.0,1.954
img11.bmp,top_right,void,38,119,53.178,0.951,1.454,0.888,0.595,23.479,7.249,12.309
img11.bmp,top_right,void,39,104,44.456,0.865,-1.182,0.897,0.481,17.254,8.67,11.507
img11.bmp,top_right,void,40,240,64.527,0.8,1.331,0.96,0.615,23.763,14.244,17.481
img11.bmp,top_right,void,41,173,60.734,0.918,1.19,0.925,0.475,24.828,9.857,14.842
img11.bmp,top_right,void,42,36,23.556,0.939,0.818,0.878,0.4,11.953,4.101,6.77
img11.bmp,top_right,void,43,103,43.249,0.868,-1.216,0.904,0.52,17.091,8.492,11.452
img11.bmp,top_right,void,44,9,8.207,0.983,1.21,0.75,0.429,7.986,1.482,3.385
img11.bmp,top_right,void,45,43,31.899,0.976,1.291,0.843,0.448,16.257,3.528,7.399
img11.bmp,bottom_right,part,0,38764,4118.277,0.12,-0.932,0.764,0.742,278.48,276.477,222.162
img11.bmp,bottom_right,void,1,145,53.456,0.821,1.254,0.89,0.558,19.503,11.132,13.587
img11.bmp,bottom_right,void,2,127,53.178,0.907,-1.271,0.888,0.525,21.17,8.904,12.716
img11.bmp,bottom_right,void,3,353,87.219,0.894,-1.412,0.934,0.546,33.874,15.163,21.2
img11.bmp,bottom_right,void,4,235,68.213,0.826,-1.468,0.911,0.603,24.729,13.934,17.298
img11.bmp,bottom_right,void,5,161,55.698,0.894,0.874,0.964,0.498,22.528,10.11,14.318
img11.bmp,bottom_right,void,6,263,80.941,0.938,-1.4,0.907,0.522,33.06,11.459,18.299
img11.bmp,bottom_right,void,7,366,79.012,0.497,0.408,0.934,0.587,24.403,21.179,21.587
img11.bmp,bottom_right,void,8,402,81.255,0.576,0.891,0.946,0.595,26.341,21.531,22.624
img11.bmp,bottom_right,void,9,313,78.491,0.811,0.206,0.907,0.568,28.056,16.4,19.963
img11.bmp,bottom_right,void,10,411,93.119,0.874,-0.911,0.93,0.459,34.912,16.949,22.876
img11.bmp,bottom_right,void,11,462,87.497,0.646,0.835,0.96,0.589,29.215,22.3,24.254
img11.bmp,bottom_right,void,12,69,40.627,0.971,-0.495,0.885,0.348,19.831,4.707,9.373
img11.bmp,bottom_right,void,13,183,77.627,0.978,0.175,0.867,0.45,35.262,7.339,15.264
img11.bmp,bottom_right,void,14,284,92.77,0.962,0.196,0.879,0.451,39.089,10.607,19.016
img11.bmp,bottom_right,void,15,402,93.598,0.899,-1.364,0.916,0.557,36.487,15.955,22.624
img11.bmp,bottom_right,void,16,229,77.805,0.94,-1.041,0.902,0.389,31.353,10.697,17.075
img11.bmp,bottom_right,void,17,654,109.74,0.748,-1.356,0.945,0.584,37.539,24.916,28.857
img11.bmp,bottom_right,void,18,592,111.74,0.888,-1.107,0.931,0.516,42.96,19.765,27.455
img11.bmp,bottom_right,void,19,9,8.207,0.96,-0.179,0.9,0.75,6.052,1.696,3.385
img11.bmp,bottom_right,void,20,303,82.426,0.91,0.634,0.915,0.454,32.385,13.461,19.642
img11.bmp,bottom_right,void,21,603,112.083,0.886,-1.149,0.928,0.545,43.078,19.985,27.709
img11.bmp,bottom_right,void,22,461,93.598,0.811,0.635,0.951,0.572,33.769,19.771,24.227
img11.bmp,bottom_right,void,23,378,78.77,0.536,-0.054,0.955,0.636,25.142,21.227,21.938
img11.bmp,bottom_right,void,24,52,36.485,0.981,-0.141,0.812,0.578,19.351,3.764,8.137
img11.bmp,bottom_right,void,25,394,81.598,0.792,0.939,0.959,0.608,29.932,18.26,22.398
img11.bmp,bottom_right,void,26,18,14.657,0.898,-0.386,0.783,0.514,7.605,3.339,4.787
img11.bmp,bottom_right,void,27,342,83.391,0.874,1.208,0.919,0.525,31.471,15.308,20.867
img11.bmp,bottom_right,void,28,366,79.355,0.776,1.503,0.943,0.642,28.537,17.983,21.587
img11.bmp,bottom_right,void,29,384,82.426,0.437,-0.007,0.928,0.569,24.935,22.424,22.112
img11.bmp,bottom_right,void,30,403,86.219,0.779,0.707,0.937,0.553,30.236,18.963,22.652
img11.bmp,bottom_right,void,31,48,31.314,0.971,-0.292,0.857,0.5,16.35,3.904,7.818
img11.bmp,bottom_right,void,32,346,78.184,0.709,-0.508,0.935,0.582,26.307,18.557,20.989
img11.bmp,bottom_right,void,33,366,79.841,0.644,0.007,0.946,0.574,26.194,20.043,21.587
img11.bmp,bottom_right,void,34,313,82.326,0.908,0.976,0.926,0.421,32.884,13.802,19.963
img11.bmp,bottom_right,void,35,487,94.912,0.789,1.017,0.951,0.551,33.788,20.741,24.901
img11.bmp,bottom_right,void,36,14,12.414,0.99,0.635,0.778,0.222,11.049,1.552,4.222
img11.bmp,bottom_right,void,37,182,58.042,0.876,1.441,0.958,0.662,23.004,11.113,15.223
img11.bmp,bottom_right,void,38,77,37.592,0.918,-1.151,0.917,0.535,16.233,6.427,9.901
img11.bmp,bottom_right,void,39,89,48.763,0.963,1.466,0.84,0.553,21.647,5.862,10.645
img11.bmp,bottom_right,void,40,199,61.113,0.862,1.444,0.921,0.589,23.759,12.043,15.918
img11.bmp,bottom_right,void,41,141,55.249,0.933,1.314,0.898,0.513,23.637,8.479,13.399
img11.bmp,bottom_right,void,42,80,38.971,0.916,-1.22,0.899,0.556,16.556,6.639,10.093
img11.bmp,bottom_right,void,43,8,7.414,0.984,1.037,0.727,0.333,7.284,1.302,3.192
img11.bmp,bottom_right,void,44,6,4.414,0.989,1.341,0.667,0.5,7.012,1.03,2.764
img12.bmp,top_left,part,0,39352,4075.147,0.2,0.906,0.767,0.686,280.285,274.623,223.84
img12.bmp,top_left,void,1,84,42.763,0.948,-1.257,0.857,0.467,19.454,6.204,10.342
img12.bmp,top_left,void,2,58,30.142,0.797,-1.334,0.906,0.604,11.571,6.986,8.593
img12.bmp,top_left,void,3,184,60.592,0.886,-1.394,0.911,0.613,23.845,11.069,15.306
img12.bmp,top_left,void,4,154,54.456,0.895,1.021,0.933,0.513,22.089,9.869,14.003
img12.bmp,top_left,void,5,178,70.941,0.966,-1.202,0.881,0.383,31.184,8.078,15.054
img12.bmp,top_left,void,6,339,74.77,0.166,1.511,0.944,0.614,21.994,21.69,20.776
img12.bmp,top_left,void,7,168,65.906,0.959,-1.246,0.88,0.387,29.229,8.314,14.625
img12.bmp,top_left,void,8,361,76.426,0.477,1.204,0.95,0.604,24.08,21.163,21.439
img12.bmp,top_left,void,9,340,80.77,0.72,0.316,0.916,0.552,26.877,18.647,20.806
img12.bmp,top_left,void,10,451,86.912,0.669,1.034,0.951,0.578,29.265,21.748,23.963
img12.bmp,top_left,void,11,282,78.912,0.915,-0.764,0.922,0.402,31.771,12.797,18.949
img12.bmp,top_left,void,12,343,96.462,0.948,0.27,0.922,0.433,39.892,12.638,20.898
img12.bmp,top_left,void,13,233,85.32,0.97,0.249,0.896,0.427,37.119,9.087,17.224
img12.bmp,top_left,void,14,354,90.426,0.908,-1.22,0.903,0.482,34.956,14.661,21.23
img12.bmp,top_left,void,15,144,62.391,0.96,-0.861,0.894,0.33,27.192,7.6,13.541
img12.bmp,top_left,void,16,608,114.569,0.891,-1.081,0.934,0.499,43.901,19.961,27.823
img12.bmp,top_left,void,17,601,107.74,0.769,-1.221,0.938,0.545,36.796,23.533,27.663
img12.bmp,top_left,void,18,155,55.728,0.93,-0.022,0.917,0.718,23.892,8.784,14.048
img12.bmp,top_left,void,19,607,114.326,0.894,-1.106,0.937,0.516,44.138,19.813,27.8
img12.bmp,top_left,void,20,430,83.841,0.429,0.473,0.956,0.613,25.948,23.437,23.399
img12.bmp,top_left,void,21,239,71.355,0.903,0.658,0.916,0.474,28.821,12.368,17.444
img12.bmp,top_left,void,22,367,79.012,0.754,0.99,0.939,0.588,27.837,18.299,21.617
img12.bmp,top_left,void,23,373,83.941,0.799,0.551,0.949,0.585,30.126,18.12,21.793
img12.bmp,top_left,void,24,76,36.692,0.841,0.191,0.874,0.633,14.235,7.696,9.837
img12.bmp,top_left,void,25,472,90.426,0.549,0.681,0.946,0.603,28.756,24.03,24.515
img12.bmp,top_left,void,26,381,80.184,0.78,1.535,0.952,0.647,29.081,18.209,22.025
img12.bmp,top_left,void,27,343,81.598,0.859,1.281,0.932,0.564,30.956,15.826,20.898
img12.bmp,top_left,void,28,117,49.385,0.922,-0.17,0.893,0.591,20.485,7.949,12.205
img12.bmp,top_left,void,29,455,90.669,0.687,0.413,0.94,0.592,30.242,21.975,24.069
img12.bmp,top_left,void,30,405,83.255,0.643,-0.289,0.948,0.614,27.451,21.033,22.708
img12.bmp,top_left,void,31,339,78.184,0.792,0.624,0.939,0.567,28.209,17.23,20.776
img12.bmp,top_left,void,32,316,85.154,0.911,1.017,0.924,0.411,33.765,13.953,20.059
img12.bmp,top_left,void,33,489,93.841,0.769,0.978,0.959,0.588,33.288,21.297,24.952
img12.bmp,top_left,void,34,217,64.87,0.875,1.416,0.948,0.618,25.339,12.247,16.622
img12.bmp,top_left,void,35,136,50.835,0.855,-1.221,0.907,0.523,19.224,9.985,13.159
img12.bmp,top_left,void,36,258,68.698,0.824,1.404,0.928,0.614,25.638,14.516,18.124
img12.bmp,top_left,void,37,109,48.763,0.94,-1.555,0.872,0.568,21.903,7.445,11.781
img12.bmp,top_left,void,38,146,51.042,0.824,-1.235,0.907,0.562,18.991,10.752,13.634
img12.bmp,top_left,void,39,175,60.284,0.924,1.322,0.911,0.54,25.425,9.718,14.927
img12.bmp,top_left,void,40,13,13.657,0.973,1.009,0.812,0.371,8.501,1.96,4.068
img12.bmp,top_left,void,41,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img12.bmp,top_left,void,42,39,29.243,0.98,1.405,0.765,0.459,17.097,3.373,7.047
img12.bmp,bottom_left,part,0,39035,4140.561,0.111,-0.604,0.761,0.722,279.596,277.86,222.937
img12.bmp,bottom_left,void,1,135,47.799,0.721,1.281,0.938,0.625,16.815,11.648,13.111
img12.bmp,bottom_left,void,2,120,50.799,0.923,-1.235,0.876,0.496,21.353,8.209,12.361
img12.bmp,bottom_left,void,3,313,82.255,0.891,-1.297,0.929,0.497,31.78,14.413,19.963
img12.bmp,bottom_left,void,4,239,68.077,0.847,-1.345,0.912,0.553,25.485,13.553,17.444
img12.bmp,bottom_left,void,5,192,60.284,0.841,0.944,0.923,0.538,22.669,12.282,15.635
img12.bmp,bottom_left,void,6,54,37.456,0.982,0.925,0.844,0.281,19.465,3.703,8.292
img12.bmp,bottom_left,void,7,235,74.77,0.929,-1.32,0.911,0.475,30.289,11.176,17.298
img12.bmp,bottom_left,void,8,363,76.77,0.436,0.086,0.948,0.631,23.797,21.415,21.499
img12.bmp,bottom_left,void,9,40,26.971,0.971,0.6,0.889,0.342,14.769,3.539,7.136
img12.bmp,bottom_left,void,10,392,79.255,0.517,0.829,0.954,0.603,25.353,21.708,22.341
img12.bmp,bottom_left,void,11,375,82.527,0.75,0.126,0.94,0.616,28.497,18.839,21.851
img12.bmp,bottom_left,void,12,332,82.705,0.884,-0.798,0.93,0.455,31.797,14.87,20.56
img12.bmp,bottom_left,void,13,480,88.912,0.605,0.938,0.949,0.593,28.994,23.093,24.722
img12.bmp,bottom_left,void,14,260,91.32,0.971,0.195,0.887,0.476,39.663,9.484,18.195
img12.bmp,bottom_left,void,15,404,106.083,0.941,0.218,0.912,0.462,41.643,14.141,22.68
img12.bmp,bottom_left,void,16,381,91.012,0.893,-1.302,0.923,0.529,34.824,15.707,22.025
img12.bmp,bottom_left,void,17,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
img12.bmp,bottom_left,void,18,184,66.148,0.938,-0.93,0.911,0.404,27.671,9.578,15.306
img12.bmp,bottom_left,void,19,635,107.74,0.739,-1.277,0.946,0.576,36.77,24.791,28.434
img12.bmp,bottom_left,void,20,610,113.154,0.895,-1.092,0.94,0.519,44.094,19.684,27.869
img12.bmp,bottom_left,void,21,167,59.385,0.925,-0.093,0.918,0.642,24.788,9.393,14.582
img12.bmp,bottom_left,void,22,228,72.77,0.928,0.585,0.905,0.438,29.641,11.064,17.038
img12.bmp,bottom_left,void,23,623,116.083,0.892,-1.119,0.94,0.53,44.541,20.11,28.164
img12.bmp,bottom_left,void,24,442,84.426,0.279,-0.16,0.951,0.63,25.43,24.423,23.723
img12.bmp,bottom_left,void,25,360,85.598,0.851,0.546,0.933,0.545,31.495,16.542,21.409
img12.bmp,bottom_left,void,26,365,80.012,0.785,0.939,0.938,0.585,28.64,17.729,21.558
img12.bmp,bottom_left,void,27,77,35.107,0.796,-0.101,0.895,0.658,13.291,8.042,9.901
img12.bmp,bottom_left,void,28,456,88.426,0.4,0.861,0.95,0.603,26.792,24.553,24.096
img12.bmp,bottom_left,void,29,372,80.184,0.805,1.529,0.942,0.632,29.64,17.588,21.763
img12.bmp,bottom_left,void,30,320,81.598,0.889,1.203,0.928,0.526,31.491,14.414,20.185
img12.bmp,bottom_left,void,31,112,46.799,0.922,-0.252,0.896,0.533,20.066,7.788,11.942
img12.bmp,bottom_left,void,32,311,78.184,0.847,0.654,0.934,0.541,28.767,15.28,19.899
img12.bmp,bottom_left,void,33,428,85.012,0.559,0.4,0.943,0.615,27.211,22.561,23.344
img12.bmp,bottom_left,void,34,372,78.184,0.612,-0.42,0.949,0.626,25.85,20.434,21.763
img12.bmp,bottom_left,void,35,289,82.74,0.923,1.013,0.944,0.388,33.08,12.71,19.182
img12.bmp,bottom_left,void,36,423,91.012,0.829,0.993,0.938,0.529,33.143,18.53,23.207
img12.bmp,bottom_left,void,37,190,62.906,0.892,1.422,0.905,0.586,24.415,11.056,15.554
img12.bmp,bottom_left,void,38,103,45.627,0.904,-1.188,0.888,0.493,18.52,7.9,11.452
img12.bmp,bottom_left,void,39,81,42.971,0.952,1.486,0.89,0.643,19.241,5.875,10.155
img12.bmp,bottom_left,void,40,203,64.87,0.89,1.426,0.953,0.604,25.525,11.615,16.077
img12.bmp,bottom_left,void,41,104,46.006,0.91,-1.243,0.867,0.498,18.855,7.836,11.507
img12.bmp,bottom_left,void,42,130,55.627,0.954,1.336,0.89,0.5,24.694,7.437,12.866
img12.bmp,top_right,part,0,39001,4167.632,0.109,-1.443,0.766,0.725,277.801,276.149,222.84
img12.bmp,top_right,void,1,99,41.556,0.842,1.506,0.868,0.582,16.065,8.668,11.227
img12.bmp,top_right,void,2,91,41.521,0.921,-1.318,0.91,0.632,17.994,7.03,10.764
