Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids
img03.bmp,bottom_left,void,13,448,86.669,0.608,0.814,0.953,0.593,28.131,22.336,23.883,10,43
img03.bmp,bottom_left,void,14,13,11.45,0.973,-0.426,0.765,0.406,8.645,2.007,4.068,10,43
img03.bmp,bottom_left,void,15,208,82.906,0.973,0.137,0.856,0.498,36.122,8.29,16.274,10,43
img03.bmp,bottom_left,void,16,355,86.184,0.886,-1.379,0.917,0.563,33.291,15.414,21.26,10,43
img03.bmp,bottom_left,void,17,341,97.355,0.95,0.145,0.907,0.505,39.861,12.434,20.837,10,43
img03.bmp,bottom_left,void,18,189,69.32,0.938,-1.051,0.892,0.412,28.325,9.803,15.513,10,43
img03.bmp,bottom_left,void,19,580,101.497,0.756,-1.407,0.948,0.603,35.515,23.259,27.175,10,43
img03.bmp,bottom_left,void,20,568,109.74,0.893,-1.151,0.936,0.52,42.455,19.106,26.892,10,43
img03.bmp,bottom_left,void,21,239,75.184,0.928,0.532,0.905,0.449,30.561,11.385,17.444,10,43
img03.bmp,bottom_left,void,22,375,86.77,0.851,0.524,0.935,0.55,32.052,16.81,21.851,10,43
img03.bmp,bottom_left,void,23,118,50.314,0.953,-0.197,0.929,0.67,22.835,6.921,12.257,10,43
img03.bmp,bottom_left,void,24,340,76.184,0.814,0.86,0.95,0.616,28.44,16.529,20.806,10,43
img03.bmp,bottom_left,void,25,574,112.083,0.893,-1.194,0.929,0.526,42.908,19.303,27.034,10,43
img03.bmp,bottom_left,void,26,399,81.012,0.445,-0.274,0.948,0.616,25.108,22.486,22.539,10,43
img03.bmp,bottom_left,void,27,43,26.485,0.831,-0.154,0.878,0.614,10.557,5.876,7.399,10,43
img03.bmp,bottom_left,void,28,304,79.391,0.885,1.149,0.921,0.507,30.475,14.181,19.674,10,43
img03.bmp,bottom_left,void,29,349,77.941,0.79,1.439,0.931,0.633,28.141,17.271,21.08,10,43
img03.bmp,bottom_left,void,30,324,78.977,0.823,0.599,0.931,0.522,28.538,16.219,20.311,10,43
img03.bmp,bottom_left,void,31,413,85.841,0.292,0.658,0.937,0.567,25.073,23.979,22.931,10,43
img03.bmp,bottom_left,void,32,79,42.42,0.951,-0.34,0.868,0.462,18.736,5.805,10.029,10,43
img03.bmp,bottom_left,void,33,276,77.74,0.921,0.941,0.926,0.397,32.023,12.503,18.746,10,43
img03.bmp,bottom_left,void,34,351,76.184,0.621,-0.591,0.939,0.61,25.083,19.662,21.14,10,43
img03.bmp,bottom_left,void,35,395,81.598,0.562,0.148,0.94,0.613,26.264,21.727,22.426,10,43
img03.bmp,bottom_left,void,36,438,91.497,0.822,0.936,0.94,0.526,33.264,18.958,23.615,10,43
img03.bmp,bottom_left,void,37,181,59.456,0.9,1.386,0.948,0.633,24.057,10.483,15.181,10,43
img03.bmp,bottom_left,void,38,91,42.799,0.916,-1.255,0.892,0.532,17.867,7.151,10.764,10,43
img03.bmp,bottom_left,void,39,82,43.556,0.959,1.394,0.872,0.558,20.25,5.707,10.218,10,43
img03.bmp,bottom_left,void,40,202,62.491,0.887,1.387,0.927,0.623,24.959,11.544,16.037,10,43
img03.bmp,bottom_left,void,41,132,55.456,0.95,1.256,0.886,0.462,24.556,7.637,12.964,10,43
img03.bmp,bottom_left,void,42,95,43.178,0.912,-1.303,0.88,0.556,17.886,7.342,10.998,10,43
img03.bmp,bottom_left,void,43,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,10,43
img03.bmp,top_right,void,1,73,35.556,0.891,1.263,0.89,0.608,14.907,6.771,9.641,11,45
img03.bmp,top_right,void,2,256,80.87,0.948,-1.521,0.931,0.629,33.696,10.706,18.054,11,45
img03.bmp,top_right,void,3,62,33.142,0.878,1.556,0.861,0.59,13.71,6.564,8.885,11,45
img03.bmp,top_right,void,4,166,57.385,0.882,1.384,0.902,0.601,22.457,10.583,14.538,11,45
img03.bmp,top_right,void,5,193,72.592,0.962,-1.515,0.906,0.613,32.025,8.761,15.676,11,45
img03.bmp,top_right,void,6,86,40.87,0.945,0.786,0.915,0.41,18.852,6.148,10.464,11,45
img03.bmp,top_right,void,7,309,70.77,0.564,0.674,0.945,0.611,23.015,19.009,19.835,11,45
img03.bmp,top_right,void,8,346,76.184,0.668,0.941,0.94,0.602,25.595,19.045,20.989,11,45
img03.bmp,top_right,void,9,368,91.74,0.904,-1.067,0.927,0.438,35.175,15.028,21.646,11,45
img03.bmp,top_right,void,10,69,41.077,0.975,-0.661,0.908,0.332,20.094,4.443,9.373,11,45
img03.bmp,top_right,void,11,241,68.698,0.828,0.206,0.92,0.545,24.89,13.95,17.517,11,45
img03.bmp,top_right,void,12,386,81.255,0.711,0.693,0.939,0.572,27.72,19.503,22.169,11,45
img03.bmp,top_right,void,13,359,89.355,0.905,-1.488,0.911,0.571,34.954,14.858,21.38,11,45
img03.bmp,top_right,void,14,203,74.941,0.956,-1.151,0.898,0.396,31.781,9.335,16.077,11,45
img03.bmp,top_right,void,15,20,14.243,0.959,-0.409,0.833,0.444,9.701,2.752,5.046,11,45
img03.bmp,top_right,void,16,191,76.006,0.971,0.084,0.876,0.59,34.022,8.09,15.595,11,45
img03.bmp,top_right,void,17,602,103.497,0.766,-1.503,0.954,0.617,36.58,23.508,27.686,11,45
img03.bmp,top_right,void,18,109,58.763,0.984,0.078,0.852,0.606,28.946,5.099,11.781,11,45
img03.bmp,top_right,void,19,316,80.184,0.875,0.574,0.932,0.519,30.583,14.819,20.059,11,45
img03.bmp,top_right,void,20,551,105.497,0.873,-1.299,0.932,0.56,40.167,19.566,26.487,11,45
img03.bmp,top_right,void,21,479,95.012,0.748,0.568,0.939,0.572,32.361,21.477,24.696,11,45
img03.bmp,top_right,void,22,370,78.184,0.771,0.855,0.959,0.617,28.444,18.119,21.705,11,45
img03.bmp,top_right,void,23,11,10.207,0.964,-0.328,0.846,0.524,7.358,1.944,3.742,11,45
img03.bmp,top_right,void,24,552,106.669,0.876,-1.311,0.939,0.561,40.468,19.509,26.511,11,45
img03.bmp,top_right,void,25,336,76.527,0.629,0.047,0.928,0.615,24.816,19.3,20.684,11,45
img03.bmp,top_right,void,26,341,81.598,0.856,1.052,0.924,0.534,30.703,15.849,20.837,11,45
img03.bmp,top_right,void,27,448,90.669,0.671,0.569,0.945,0.572,29.425,21.821,23.883,11,45
img03.bmp,top_right,void,28,346,75.941,0.764,1.358,0.948,0.65,27.145,17.528,20.989,11,45
img03.bmp,top_right,void,29,325,85.397,0.898,0.826,0.91,0.4,32.892,14.487,20.342,11,45
img03.bmp,top_right,void,30,551,101.154,0.731,0.883,0.95,0.54,34.16,23.308,26.487,11,45
img03.bmp,top_right,void,31,376,81.355,0.624,-0.005,0.942,0.605,26.317,20.555,21.88,11,45
img03.bmp,top_right,void,32,64,36.556,0.967,0.426,0.865,0.418,18.232,4.648,9.027,11,45
img03.bmp,top_right,void,33,348,78.669,0.752,-0.554,0.938,0.537,27.411,18.073,21.05,11,45
img03.bmp,top_right,void,34,368,81.941,0.733,-0.111,0.925,0.604,27.927,18.986,21.646,11,45
img03.bmp,top_right,void,35,30,23.071,0.98,-0.466,0.789,0.33,14.51,2.853,6.18,11,45
img03.bmp,top_right,void,36,210,61.734,0.842,1.255,0.946,0.56,23.509,12.697,16.352,11,45
img03.bmp,top_right,void,37,29,23.521,0.968,0.692,0.763,0.322,12.739,3.195,6.077,11,45
img03.bmp,top_right,void,38,120,54.42,0.946,1.367,0.863,0.48,23.246,7.527,12.361,11,45
img03.bmp,top_right,void,39,58,30.971,0.894,0.69,0.892,0.527,13.361,5.989,8.593,11,45
img03.bmp,top_right,void,40,253,68.527,0.785,1.26,0.93,0.572,24.172,14.969,17.948,11,45
img03.bmp,top_right,void,41,192,64.562,0.904,1.101,0.897,0.452,25.368,10.822,15.635,11,45
img03.bmp,top_right,void,42,109,44.87,0.855,-1.236,0.908,0.522,17.425,9.027,11.781,11,45
img03.bmp,top_right,void,43,119,47.456,0.864,-1.263,0.902,0.541,18.154,9.13,12.309,11,45
img03.bmp,top_right,void,44,33,24.071,0.96,1.165,0.846,0.458,12.774,3.579,6.482,11,45
img03.bmp,top_right,void,45,52,34.107,0.97,1.229,0.825,0.413,17.28,4.234,8.137,11,45
img03.bmp,bottom_right,void,1,161,54.627,0.844,1.078,0.936,0.575,20.785,11.134,14.318,12,46
img03.bmp,bottom_right,void,2,378,91.012,0.894,-1.533,0.955,0.591,35.013,15.718,21.938,12,46
img03.bmp,bottom_right,void,3,134,53.178,0.883,-1.333,0.899,0.554,20.503,9.605,13.062,12,46
img03.bmp,bottom_right,void,4,232,65.87,0.79,-1.566,0.913,0.604,23.333,14.309,17.187,12,46
img03.bmp,bottom_right,void,5,149,53.491,0.907,0.746,0.943,0.487,22.229,9.385,13.774,12,46
img03.bmp,bottom_right,void,6,287,82.491,0.933,-1.514,0.935,0.613,33.835,12.15,19.116,12,46
img03.bmp,bottom_right,void,7,363,77.012,0.553,0.303,0.948,0.607,24.799,20.665,21.499,12,46
img03.bmp,bottom_right,void,8,396,81.255,0.615,0.745,0.943,0.587,26.62,21.0,22.454,12,46
img03.bmp,bottom_right,void,9,435,94.947,0.855,-1.048,0.935,0.478,34.742,17.994,23.534,12,46
img03.bmp,bottom_right,void,10,114,51.527,0.954,-0.591,0.87,0.356,22.928,6.891,12.048,12,46
img03.bmp,bottom_right,void,11,284,75.663,0.848,0.124,0.925,0.576,27.776,14.718,19.016,12,46
img03.bmp,bottom_right,void,12,437,85.255,0.678,0.667,0.956,0.6,28.812,21.183,23.588,12,46
img03.bmp,bottom_right,void,13,246,79.391,0.936,-1.158,0.904,0.427,31.858,11.214,17.698,12,46
img03.bmp,bottom_right,void,14,391,92.426,0.894,-1.454,0.92,0.542,35.493,15.902,22.312,12,46
img03.bmp,bottom_right,void,15,154,71.799,0.981,0.103,0.851,0.566,33.127,6.457,14.003,12,46
img03.bmp,bottom_right,void,16,219,86.491,0.971,0.108,0.855,0.498,36.716,8.718,16.698,12,46
img03.bmp,bottom_right,void,17,34,23.899,0.936,-0.361,0.85,0.515,11.401,4.014,6.58,12,46
img03.bmp,bottom_right,void,18,642,107.154,0.747,-1.455,0.946,0.594,37.217,24.722,28.591,12,46
img03.bmp,bottom_right,void,19,317,83.841,0.909,0.588,0.924,0.48,33.124,13.771,20.09,12,46
img03.bmp,bottom_right,void,20,573,110.569,0.882,-1.182,0.938,0.505,41.814,19.742,27.01,12,46
img03.bmp,bottom_right,void,21,476,96.669,0.822,0.596,0.937,0.534,34.839,19.865,24.618,12,46
img03.bmp,bottom_right,void,22,32,24.864,0.977,-0.201,0.865,0.571,13.98,2.999,6.383,12,46
img03.bmp,bottom_right,void,23,391,81.012,0.798,0.889,0.949,0.602,29.991,18.091,22.312,12,46
img03.bmp,bottom_right,void,24,577,110.912,0.882,-1.214,0.931,0.528,41.883,19.703,27.105,12,46
img03.bmp,bottom_right,void,25,344,76.184,0.631,-0.24,0.937,0.601,24.934,19.333,20.928,12,46
img03.bmp,bottom_right,void,26,413,87.876,0.778,0.689,0.932,0.527,30.519,19.19,22.931,12,46
img03.bmp,bottom_right,void,27,328,81.977,0.878,1.134,0.906,0.521,31.291,14.959,20.436,12,46
img03.bmp,bottom_right,void,28,343,75.113,0.775,1.459,0.955,0.681,27.279,17.247,20.898,12,46
img03.bmp,bottom_right,void,29,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596,12,46
img03.bmp,bottom_right,void,30,353,79.598,0.547,-0.29,0.936,0.566,24.74,20.712,21.2,12,46
img03.bmp,bottom_right,void,31,299,84.569,0.911,0.907,0.917,0.371,32.794,13.559,19.511,12,46
img03.bmp,bottom_right,void,32,490,95.74,0.79,0.976,0.94,0.534,33.72,20.675,24.978,12,46
img03.bmp,bottom_right,void,33,324,75.012,0.727,-0.676,0.942,0.563,25.913,17.787,20.311,12,46
img03.bmp,bottom_right,void,34,34,27.728,0.983,0.516,0.81,0.291,15.806,2.897,6.58,12,46
img03.bmp,bottom_right,void,35,343,78.184,0.668,-0.236,0.925,0.577,25.762,19.165,20.898,12,46
img03.bmp,bottom_right,void,36,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,12,46
img03.bmp,bottom_right,void,37,179,58.284,0.899,1.361,0.923,0.597,23.978,10.524,15.097,12,46
img03.bmp,bottom_right,void,38,92,47.592,0.96,1.373,0.86,0.5,21.596,6.049,10.823,12,46
img03.bmp,bottom_right,void,39,64,37.385,0.952,-1.205,0.853,0.471,16.825,5.173,9.027,12,46
img03.bmp,bottom_right,void,40,16,16.071,0.966,0.952,0.842,0.381,9.034,2.322,4.514,12,46
img03.bmp,bottom_right,void,41,202,63.698,0.872,1.388,0.94,0.575,24.467,11.967,16.037,12,46
img03.bmp,bottom_right,void,42,144,57.113,0.934,1.222,0.929,0.48,23.843,8.51,13.541,12,46
img03.bmp,bottom_right,void,43,71,38.971,0.942,-1.246,0.877,0.522,17.025,5.696,9.508,12,46
img03.bmp,bottom_right,void,44,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,12,46
img03.bmp,bottom_right,void,45,8,6.207,0.988,1.269,0.667,0.381,7.95,1.245,3.192,12,46
img03.bmp,bottom_right,void,46,3,1.0,1.0,1.571,1.0,1.0,3.266,0.0,1.954,12,46
img04.bmp,top_left,void,1,62,31.142,0.819,-1.298,0.899,0.596,12.27,7.042,8.885,13,44
img04.bmp,top_left,void,2,77,40.728,0.953,-1.387,0.856,0.579,19.066,5.759,9.901,13,44
img04.bmp,top_left,void,3,186,70.527,0.963,-1.319,0.886,0.447,31.101,8.419,15.389,13,44
img04.bmp,top_left,void,4,189,61.592,0.899,-1.497,0.904,0.583,24.76,10.846,15.513,13,44
img04.bmp,top_left,void,5,154,53.87,0.882,0.956,0.928,0.507,21.433,10.087,14.003,13,44
img04.bmp,top_left,void,6,161,65.456,0.959,-1.334,0.894,0.488,28.565,8.087,14.318,13,44
img04.bmp,top_left,void,7,347,75.355,0.264,1.104,0.943,0.629,22.54,21.742,21.019,13,44
img04.bmp,top_left,void,8,359,75.941,0.505,1.244,0.947,0.653,24.101,20.803,21.38,13,44
img04.bmp,top_left,void,9,361,80.77,0.692,0.232,0.933,0.586,26.836,19.382,21.439,13,44
img04.bmp,top_left,void,10,290,81.705,0.92,-0.837,0.924,0.398,32.605,12.742,19.216,13,44
img04.bmp,top_left,void,11,452,86.669,0.676,0.979,0.95,0.599,29.263,21.568,23.99,13,44
img04.bmp,top_left,void,12,402,105.462,0.943,0.184,0.903,0.475,42.383,14.108,22.624,13,44
img04.bmp,top_left,void,13,343,86.77,0.903,-1.328,0.92,0.544,33.901,14.596,20.898,13,44
img04.bmp,top_left,void,14,267,91.32,0.969,0.153,0.887,0.478,39.303,9.768,18.438,13,44
img04.bmp,top_left,void,15,132,57.941,0.956,-0.933,0.904,0.359,25.683,7.554,12.964,13,44
img04.bmp,top_left,void,16,593,103.497,0.77,-1.343,0.946,0.6,36.344,23.182,27.478,13,44
img04.bmp,top_left,void,17,591,113.154,0.891,-1.187,0.926,0.509,43.307,19.678,27.431,13,44
img04.bmp,top_left,void,18,247,71.698,0.905,0.522,0.932,0.528,28.937,12.3,17.734,13,44
img04.bmp,top_left,void,19,188,61.556,0.912,-0.09,0.926,0.657,25.309,10.386,15.472,13,44
img04.bmp,top_left,void,20,609,112.912,0.889,-1.203,0.941,0.545,43.479,19.885,27.846,13,44
img04.bmp,top_left,void,21,365,76.77,0.734,0.949,0.961,0.635,27.285,18.519,21.558,13,44
img04.bmp,top_left,void,22,455,85.012,0.351,0.703,0.958,0.648,26.122,24.465,24.069,13,44
img04.bmp,top_left,void,23,392,86.184,0.797,0.456,0.954,0.614,30.559,18.472,22.341,13,44
img04.bmp,top_left,void,24,341,82.426,0.868,1.168,0.929,0.524,31.17,15.501,20.837,13,44
img04.bmp,top_left,void,25,379,81.941,0.803,1.46,0.94,0.643,29.733,17.732,21.967,13,44
img04.bmp,top_left,void,26,95,39.935,0.853,0.066,0.896,0.621,16.043,8.367,10.998,13,44
img04.bmp,top_left,void,27,496,92.669,0.557,0.656,0.943,0.59,29.464,24.479,25.13,13,44
img04.bmp,top_left,void,28,360,80.527,0.797,0.518,0.957,0.606,29.069,17.548,21.409,13,44
img04.bmp,top_left,void,29,144,55.42,0.913,-0.242,0.9,0.545,22.396,9.118,13.541,13,44
img04.bmp,top_left,void,30,413,82.669,0.631,-0.349,0.952,0.593,27.379,21.242,22.931,13,44
img04.bmp,top_left,void,31,473,90.669,0.654,0.402,0.946,0.61,30.003,22.692,24.541,13,44
img04.bmp,top_left,void,32,318,84.947,0.913,0.944,0.922,0.395,33.567,13.691,20.122,13,44
img04.bmp,top_left,void,33,478,93.634,0.786,0.867,0.952,0.571,33.46,20.682,24.67,13,44
img04.bmp,top_left,void,34,2,0.0,1.0,-0.785,1.0,0.5,2.828,0.0,1.596,13,44
img04.bmp,top_left,void,35,213,61.698,0.868,1.327,0.918,0.585,24.57,12.202,16.468,13,44
img04.bmp,top_left,void,36,4,4.414,0.924,0.554,1.0,0.667,3.236,1.236,2.257,13,44
img04.bmp,top_left,void,37,147,54.077,0.855,-1.293,0.896,0.514,20.255,10.494,13.681,13,44
img04.bmp,top_left,void,38,109,47.349,0.941,1.494,0.924,0.649,21.234,7.167,11.781,13,44
img04.bmp,top_left,void,39,262,70.77,0.845,1.287,0.929,0.585,26.58,14.201,18.264,13,44
img04.bmp,top_left,void,40,185,65.355,0.937,1.217,0.916,0.472,27.364,9.527,15.348,13,44
img04.bmp,top_left,void,41,150,51.042,0.838,-1.317,0.92,0.595,19.498,10.649,13.82,13,44
img04.bmp,top_left,void,42,23,11.657,0.977,0.875,0.821,0.319,11.758,2.513,5.412,13,44
img04.bmp,top_left,void,43,7,5.828,0.993,1.191,0.636,0.333,8.605,1.029,2.985,13,44
img04.bmp,top_left,void,44,43,33.899,0.981,1.343,0.827,0.506,17.456,3.368,7.399,13,44
img04.bmp,bottom_left,void,1,156,51.213,0.731,1.288,0.934,0.6,18.199,12.424,14.093,14,44
img04.bmp,bottom_left,void,2,137,54.835,0.927,-1.256,0.878,0.476,22.961,8.595,13.207,14,44
img04.bmp,bottom_left,void,3,331,85.255,0.897,-1.356,0.94,0.526,32.977,14.561,20.529,14,44
img04.bmp,bottom_left,void,4,259,71.456,0.857,-1.407,0.918,0.578,26.968,13.91,18.16,14,44
img04.bmp,bottom_left,void,5,213,62.32,0.845,0.932,0.934,0.538,23.771,12.726,16.468,14,44
img04.bmp,bottom_left,void,6,60,36.042,0.976,0.895,0.923,0.288,19.086,4.166,8.74,14,44
img04.bmp,bottom_left,void,7,251,78.77,0.938,-1.35,0.906,0.478,32.562,11.287,17.877,14,44
img04.bmp,bottom_left,void,8,397,79.598,0.39,0.12,0.952,0.636,24.61,22.658,22.483,14,44
img04.bmp,bottom_left,void,9,415,82.426,0.49,0.912,0.952,0.614,25.933,22.608,22.987,14,44
img04.bmp,bottom_left,void,10,48,31.799,0.971,0.591,0.873,0.343,16.262,3.877,7.818,14,44
img04.bmp,bottom_left,void,11,400,85.355,0.748,0.112,0.937,0.606,29.551,19.628,22.568,14,44
img04.bmp,bottom_left,void,12,363,87.776,0.89,-0.84,0.938,0.432,33.669,15.371,21.499,14,44
img04.bmp,bottom_left,void,13,506,91.74,0.613,0.976,0.951,0.583,29.967,23.687,25.382,14,44
img04.bmp,bottom_left,void,14,427,109.876,0.946,0.179,0.903,0.449,44.197,14.275,23.317,14,44
img04.bmp,bottom_left,void,15,300,97.148,0.967,0.168,0.896,0.466,41.569,10.513,19.544,14,44
img04.bmp,bottom_left,void,16,9,7.207,0.985,-0.479,0.692,0.321,8.196,1.4,3.385,14,44
img04.bmp,bottom_left,void,17,398,92.184,0.896,-1.347,0.93,0.566,35.877,15.962,22.511,14,44
img04.bmp,bottom_left,void,18,208,72.391,0.941,-0.977,0.889,0.391,30.041,10.15,16.274,14,44
img04.bmp,bottom_left,void,19,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,14,44
img04.bmp,bottom_left,void,20,653,109.154,0.745,-1.336,0.946,0.583,37.416,24.976,28.834,14,44
img04.bmp,bottom_left,void,21,646,118.569,0.891,-1.135,0.934,0.506,45.251,20.523,28.679,14,44
img04.bmp,bottom_left,void,22,179,62.592,0.927,-0.125,0.909,0.603,25.629,9.628,15.097,14,44
img04.bmp,bottom_left,void,23,262,76.77,0.922,0.564,0.913,0.468,31.25,12.064,18.264,14,44
img04.bmp,bottom_left,void,24,637,118.326,0.894,-1.169,0.944,0.524,45.213,20.269,28.479,14,44
img04.bmp,bottom_left,void,25,403,89.184,0.835,0.534,0.933,0.542,32.571,17.929,22.652,14,44
img04.bmp,bottom_left,void,26,453,85.012,0.27,-0.078,0.956,0.645,25.711,24.758,24.016,14,44
img04.bmp,bottom_left,void,27,385,81.255,0.789,0.914,0.939,0.57,29.36,18.053,22.14,14,44
img04.bmp,bottom_left,void,28,86,38.935,0.821,-0.137,0.887,0.573,14.637,8.347,10.464,14,44
img04.bmp,bottom_left,void,29,338,83.841,0.879,1.184,0.926,0.503,31.777,15.13,20.745,14,44
img04.bmp,bottom_left,void,30,395,84.184,0.797,1.499,0.94,0.617,30.31,18.325,22.426,14,44
img04.bmp,bottom_left,void,31,470,91.255,0.396,0.777,0.946,0.579,27.427,25.184,24.463,14,44
img04.bmp,bottom_left,void,32,123,50.213,0.929,-0.294,0.904,0.508,21.476,7.973,12.514,14,44
img04.bmp,bottom_left,void,33,351,81.184,0.831,0.63,0.939,0.545,29.882,16.637,21.14,14,44
img04.bmp,bottom_left,void,34,396,81.012,0.612,-0.562,0.947,0.611,26.586,21.026,22.454,14,44
img04.bmp,bottom_left,void,35,443,84.669,0.539,0.341,0.965,0.611,27.444,23.115,23.75,14,44
img04.bmp,bottom_left,void,36,300,82.154,0.919,0.983,0.943,0.403,33.111,13.084,19.544,14,44
img04.bmp,bottom_left,void,37,460,92.669,0.811,0.958,0.952,0.553,33.644,19.666,24.201,14,44
img04.bmp,bottom_left,void,38,193,62.042,0.898,1.441,0.955,0.65,24.933,10.977,15.676,14,44
img04.bmp,bottom_left,void,39,119,50.249,0.91,-1.241,0.875,0.472,20.168,8.342,12.309,14,44
img04.bmp,bottom_left,void,40,90,44.142,0.949,1.449,0.891,0.612,20.051,6.344,10.705,14,44
img04.bmp,bottom_left,void,41,213,64.284,0.88,1.418,0.906,0.585,25.49,12.106,16.468,14,44
img04.bmp,bottom_left,void,42,142,60.284,0.951,1.3,0.893,0.478,25.492,7.851,13.446,14,44
img04.bmp,bottom_left,void,43,118,48.006,0.901,-1.226,0.894,0.536,19.377,8.415,12.257,14,44
img04.bmp,bottom_left,void,44,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,14,44
img04.bmp,top_right,void,1,108,41.349,0.847,1.446,0.923,0.667,16.772,8.922,11.726,15,47
img04.bmp,top_right,void,2,98,43.728,0.928,-1.396,0.891,0.612,19.194,7.16,11.17,15,47
img04.bmp,top_right,void,3,278,83.391,0.939,-1.383,0.906,0.488,34.08,11.711,18.814,15,47
img04.bmp,top_right,void,4,191,61.178,0.876,1.558,0.91,0.588,24.039,11.591,15.595,15,47
img04.bmp,top_right,void,5,121,49.113,0.929,0.903,0.903,0.42,21.467,7.929,12.412,15,47
img04.bmp,top_right,void,6,221,77.491,0.958,-1.368,0.877,0.472,33.437,9.535,16.775,15,47
img04.bmp,top_right,void,7,359,75.598,0.491,0.823,0.952,0.623,24.001,20.906,21.38,15,47
img04.bmp,top_right,void,8,392,81.012,0.621,1.062,0.949,0.605,26.594,20.85,22.341,15,47
img04.bmp,top_right,void,9,305,76.32,0.818,0.3,0.924,0.554,27.761,15.971,19.706,15,47
img04.bmp,top_right,void,10,400,94.947,0.901,-0.926,0.93,0.433,36.525,15.854,22.568,15,47
img04.bmp,top_right,void,11,440,86.326,0.679,0.872,0.95,0.562,29.024,21.314,23.669,15,47
img04.bmp,top_right,void,12,75,45.042,0.979,-0.507,0.843,0.312,22.435,4.547,9.772,15,47
img04.bmp,top_right,void,13,399,95.184,0.907,-1.361,0.921,0.538,37.017,15.586,22.539,15,47
img04.bmp,top_right,void,14,281,93.148,0.965,0.199,0.892,0.456,39.7,10.42,18.915,15,47
img04.bmp,top_right,void,15,227,79.219,0.955,-1.012,0.912,0.355,33.382,9.856,17.001,15,47
img04.bmp,top_right,void,16,194,81.906,0.978,0.182,0.87,0.452,36.299,7.606,15.717,15,47
img04.bmp,top_right,void,17,660,109.74,0.769,-1.349,0.947,0.589,38.434,24.587,28.989,15,47
img04.bmp,top_right,void,18,616,113.74,0.877,-1.148,0.939,0.524,42.981,20.619,28.006,15,47
img04.bmp,top_right,void,19,27,20.45,0.972,-0.228,0.844,0.562,12.249,2.889,5.863,15,47
img04.bmp,top_right,void,20,350,83.012,0.882,0.678,0.954,0.521,32.554,15.334,21.11,15,47
img04.bmp,top_right,void,21,618,113.74,0.882,-1.191,0.944,0.532,43.312,20.421,28.051,15,47
img04.bmp,top_right,void,22,511,96.012,0.756,0.663,0.962,0.589,33.688,22.046,25.507,15,47
img04.bmp,top_right,void,23,424,85.012,0.772,0.992,0.944,0.606,30.438,19.339,23.235,15,47
img04.bmp,top_right,void,24,396,81.598,0.567,0.17,0.941,0.615,26.081,21.479,22.454,15,47
img04.bmp,top_right,void,25,48,32.45,0.976,-0.106,0.906,0.75,16.807,3.674,7.818,15,47
img04.bmp,top_right,void,26,18,16.0,0.98,-0.157,0.75,0.545,11.208,2.234,4.787,15,47
img04.bmp,top_right,void,27,379,87.255,0.859,1.184,0.933,0.522,32.432,16.62,21.967,15,47
img04.bmp,top_right,void,28,393,81.355,0.763,1.475,0.949,0.655,29.043,18.775,22.369,15,47
img04.bmp,top_right,void,29,16,12.036,0.887,-0.158,0.8,0.571,7.173,3.306,4.514,15,47
img04.bmp,top_right,void,30,428,86.77,0.588,0.233,0.945,0.615,27.659,22.364,23.344,15,47
img04.bmp,top_right,void,31,478,91.012,0.702,0.672,0.962,0.61,30.937,22.02,24.67,15,47
img04.bmp,top_right,void,32,75,40.349,0.963,-0.287,0.882,0.469,19.813,5.314,9.772,15,47
img04.bmp,top_right,void,33,400,82.669,0.705,-0.458,0.948,0.575,28.201,19.995,22.568,15,47
img04.bmp,top_right,void,34,420,86.184,0.7,0.104,0.944,0.616,29.157,20.821,23.125,15,47
img04.bmp,top_right,void,35,363,90.19,0.9,0.955,0.924,0.407,35.029,15.278,21.499,15,47
img04.bmp,top_right,void,36,580,101.497,0.74,1.013,0.952,0.592,35.217,23.689,27.175,15,47
img04.bmp,top_right,void,37,72,45.249,0.977,0.559,0.857,0.308,21.637,4.615,9.575,15,47
img04.bmp,top_right,void,38,226,64.527,0.859,1.381,0.942,0.598,25.024,12.819,16.963,15,47
img04.bmp,top_right,void,39,124,46.87,0.864,-1.175,0.919,0.544,18.56,9.34,12.565,15,47
img04.bmp,top_right,void,40,23,19.899,0.975,0.855,0.821,0.319,11.851,2.63,5.412,15,47
img04.bmp,top_right,void,41,125,54.385,0.947,1.48,0.899,0.601,23.774,7.626,12.616,15,47
img04.bmp,top_right,void,42,264,68.77,0.804,1.338,0.957,0.611,25.381,15.086,18.334,15,47
img04.bmp,top_right,void,43,197,64.77,0.912,1.229,0.938,0.503,26.065,10.69,15.838,15,47
img04.bmp,top_right,void,44,133,49.491,0.858,-1.161,0.917,0.512,19.026,9.771,13.013,15,47
img04.bmp,top_right,void,45,54,29.799,0.932,0.803,0.871,0.409,14.475,5.246,8.292,15,47
