Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels],Part_ID,Num_voids,Num_Wpixels,Num_Bpixels,Wpixels_ratio
img04.bmp,top_right,void,16,243,82.048,0.952,-1.029,0.9,0.362,33.879,10.401,17.59,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,17,689,111.154,0.774,-1.328,0.952,0.6,39.214,24.843,29.619,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,18,651,115.154,0.87,-1.131,0.943,0.534,43.23,21.345,28.79,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,19,35,23.071,0.943,-0.183,0.833,0.583,11.812,3.94,6.676,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,20,361,84.426,0.879,0.714,0.95,0.516,32.932,15.701,21.439,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,21,646,115.154,0.876,-1.168,0.943,0.537,43.544,21.016,28.679,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,22,405,82.184,0.554,0.177,0.938,0.629,26.206,21.814,22.708,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,23,530,98.841,0.74,0.641,0.952,0.571,33.917,22.816,25.977,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,24,448,85.598,0.756,0.996,0.951,0.64,30.682,20.069,23.883,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,25,49,32.45,0.975,-0.096,0.907,0.766,16.85,3.77,7.899,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,26,20,18.0,0.984,-0.144,0.741,0.556,12.289,2.195,5.046,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,27,409,89.841,0.864,1.221,0.932,0.547,33.798,17.041,22.82,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,28,420,82.77,0.748,1.522,0.957,0.677,29.414,19.507,23.125,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,29,22,15.864,0.836,-0.091,0.846,0.629,7.429,4.075,5.293,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,30,456,89.598,0.542,0.224,0.94,0.608,27.966,23.497,24.096,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,31,498,92.426,0.694,0.729,0.96,0.613,31.303,22.534,25.181,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,32,92,47.385,0.961,-0.244,0.902,0.548,21.21,5.868,10.823,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,33,421,85.255,0.721,-0.421,0.944,0.585,29.273,20.286,23.152,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,34,431,87.598,0.723,0.153,0.939,0.632,30.041,20.751,23.426,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,35,381,90.604,0.902,0.977,0.934,0.428,35.76,15.412,22.025,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,36,604,102.669,0.747,1.022,0.948,0.616,35.977,23.92,27.732,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,37,82,44.456,0.972,0.547,0.854,0.332,21.973,5.123,10.218,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,38,237,65.113,0.864,1.403,0.944,0.627,25.643,12.911,17.371,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,39,127,47.456,0.847,-1.179,0.914,0.557,18.356,9.755,12.716,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,40,27,20.314,0.978,0.891,0.794,0.338,13.05,2.748,5.863,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,41,147,55.799,0.935,1.505,0.902,0.628,24.121,8.562,13.681,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,42,287,69.941,0.778,1.39,0.976,0.641,25.62,16.092,19.116,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,43,214,67.598,0.912,1.26,0.939,0.527,27.119,11.148,16.507,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,44,151,51.698,0.855,-1.134,0.915,0.539,20.006,10.385,13.866,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,45,65,34.627,0.921,0.831,0.89,0.455,15.174,5.897,9.097,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,46,36,25.314,0.949,1.185,0.878,0.545,12.245,3.86,6.77,14,47,36260,15269,0.7036814221118205
img04.bmp,top_right,void,47,50,34.692,0.977,1.368,0.877,0.588,17.498,3.743,7.979,14,47,36260,15269,0.7036814221118205
img04.bmp,bottom_right,part,0,36630,4325.414,0.136,-0.665,0.73,0.714,279.91,277.296,215.96,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,1,183,57.456,0.809,1.219,0.924,0.594,21.019,12.36,15.264,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,2,153,57.213,0.903,-1.251,0.9,0.58,22.79,9.807,13.957,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,3,412,92.634,0.894,-1.417,0.934,0.572,36.239,16.258,22.904,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,4,274,71.456,0.811,-1.443,0.923,0.62,26.035,15.246,18.678,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,5,188,59.698,0.865,0.891,0.926,0.55,23.11,11.602,15.472,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,6,2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.596,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,7,314,85.598,0.932,-1.4,0.902,0.53,35.12,12.696,19.995,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,8,409,81.255,0.401,0.393,0.951,0.629,24.952,22.864,22.82,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,9,430,83.255,0.59,0.932,0.956,0.613,27.347,22.081,23.399,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,10,360,83.527,0.812,0.191,0.914,0.581,29.862,17.448,21.409,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,11,462,99.19,0.872,-0.908,0.935,0.453,36.869,18.038,24.254,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,12,495,89.497,0.647,0.794,0.959,0.61,30.064,22.924,25.105,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,13,119,57.355,0.969,-0.495,0.902,0.331,25.928,6.389,12.309,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,14,246,90.698,0.973,0.195,0.872,0.451,38.878,9.008,17.698,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,15,335,100.977,0.959,0.198,0.901,0.486,41.252,11.659,20.653,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,16,420,92.426,0.896,-1.327,0.931,0.583,36.268,16.113,23.125,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,17,278,83.255,0.933,-1.024,0.891,0.408,33.655,12.09,18.814,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,18,631,113.74,0.878,-1.103,0.927,0.531,43.406,20.771,28.345,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,19,672,107.74,0.749,-1.352,0.957,0.615,37.551,24.859,29.251,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,20,32,22.657,0.942,-0.149,0.889,0.727,11.028,3.687,6.383,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,21,334,85.255,0.909,0.645,0.93,0.464,33.947,14.145,20.622,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,22,57,39.278,0.985,-0.104,0.905,0.679,21.245,3.638,8.519,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,23,512,98.255,0.812,0.653,0.941,0.554,35.711,20.835,25.532,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,24,654,114.912,0.875,-1.138,0.944,0.556,43.787,21.16,28.857,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,25,423,83.012,0.541,-0.11,0.948,0.629,26.643,22.399,23.207,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,26,428,85.012,0.779,0.973,0.934,0.611,30.731,19.257,23.344,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,27,24,19.243,0.978,-0.108,0.8,0.667,12.821,2.656,5.528,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,28,17,14.071,0.879,-0.349,0.895,0.607,6.782,3.236,4.652,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,29,367,85.012,0.864,1.227,0.92,0.546,32.207,16.197,21.617,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,30,393,81.355,0.772,-1.545,0.936,0.655,29.256,18.598,22.369,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,31,427,85.841,0.499,0.034,0.945,0.589,26.682,23.12,23.317,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,32,450,89.841,0.79,0.736,0.951,0.575,32.105,19.668,23.937,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,33,55,36.349,0.978,-0.334,0.821,0.404,18.971,3.977,8.368,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,34,392,81.012,0.668,-0.553,0.945,0.609,27.147,20.195,22.341,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,35,415,85.255,0.63,-0.07,0.928,0.601,27.762,21.561,22.987,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,36,356,89.397,0.907,0.993,0.922,0.432,35.115,14.763,21.29,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,37,534,98.326,0.796,1.052,0.95,0.565,35.45,21.477,26.075,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,38,32,21.314,0.985,0.633,0.865,0.296,15.351,2.682,6.383,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,39,215,61.456,0.879,1.467,0.951,0.689,25.108,11.981,16.545,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,40,100,44.627,0.922,-1.102,0.855,0.505,18.931,7.308,11.284,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,41,123,54.385,0.954,1.431,0.86,0.569,24.252,7.309,12.514,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,42,230,66.527,0.865,1.494,0.898,0.655,25.678,12.887,17.113,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,43,171,62.698,0.939,1.303,0.9,0.509,26.465,9.124,14.755,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,44,100,42.385,0.899,-1.177,0.917,0.588,17.707,7.739,11.284,15,45,36630,15126,0.7077440296777185
img04.bmp,bottom_right,void,45,14,14.45,0.973,0.979,0.824,0.4,8.667,2.018,4.222,15,45,36630,15126,0.7077440296777185
img05.bmp,top_left,part,0,36185,4343.774,0.088,-0.634,0.719,0.702,280.785,279.703,214.644,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,1,96,38.385,0.763,-1.354,0.932,0.64,14.311,9.25,11.056,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,2,118,50.627,0.931,-1.33,0.901,0.536,21.193,7.724,12.257,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,3,259,81.012,0.95,-1.302,0.909,0.462,34.114,10.702,18.16,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,4,220,65.799,0.894,-1.513,0.917,0.651,26.117,11.688,16.737,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,5,179,57.698,0.876,0.956,0.918,0.526,22.887,11.029,15.097,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,6,222,74.734,0.951,-1.298,0.906,0.481,31.903,9.895,16.812,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,7,395,79.012,0.243,0.948,0.938,0.632,23.788,23.077,22.426,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,8,418,81.012,0.538,1.19,0.952,0.645,26.284,22.153,23.07,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,9,389,84.184,0.758,0.276,0.933,0.589,29.23,19.058,22.255,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,10,361,88.912,0.909,-0.847,0.933,0.446,35.148,14.668,21.439,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,11,514,91.74,0.66,0.992,0.964,0.595,30.9,23.219,25.582,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,12,417,109.255,0.952,0.197,0.905,0.483,44.539,13.689,23.042,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,13,316,98.184,0.967,0.178,0.878,0.479,42.343,10.865,20.059,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,14,411,95.598,0.906,-1.307,0.911,0.541,37.494,15.885,22.876,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,15,203,70.391,0.951,-0.95,0.906,0.396,30.648,9.504,16.077,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,16,676,110.569,0.783,-1.313,0.947,0.589,39.167,24.347,29.338,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,17,680,119.397,0.883,-1.162,0.934,0.521,45.388,21.318,29.425,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,18,326,78.184,0.881,0.624,0.964,0.549,31.091,14.697,20.373,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,19,198,62.142,0.929,-0.068,0.943,0.762,26.771,9.912,15.878,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,20,679,118.912,0.882,-1.188,0.942,0.551,45.349,21.389,29.403,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,21,484,87.841,0.411,0.372,0.953,0.64,27.352,24.931,24.824,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,22,437,84.426,0.754,0.971,0.948,0.624,30.381,19.94,23.588,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,23,459,91.355,0.79,0.552,0.939,0.612,32.891,20.147,24.175,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,24,441,85.598,0.78,1.466,0.952,0.656,31.061,19.43,23.696,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,25,405,87.841,0.858,1.19,0.94,0.558,33.326,17.114,22.708,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,26,105,42.728,0.856,0.035,0.929,0.686,16.848,8.72,11.562,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,27,510,94.426,0.562,0.503,0.948,0.628,29.724,24.582,25.482,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,28,154,55.456,0.909,-0.226,0.917,0.583,22.641,9.439,14.003,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,29,435,86.77,0.779,0.594,0.962,0.621,31.219,19.594,23.534,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,30,456,85.255,0.633,-0.358,0.96,0.633,28.716,22.224,24.096,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,31,501,91.598,0.693,0.311,0.954,0.652,31.454,22.677,25.257,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,32,389,91.983,0.908,0.984,0.931,0.437,36.662,15.343,22.255,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,33,563,99.255,0.759,0.958,0.964,0.613,35.226,22.941,26.774,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,34,33,24.728,0.984,0.6,0.805,0.306,15.454,2.75,6.482,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,35,257,68.284,0.858,1.387,0.959,0.656,26.583,13.663,18.089,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,36,169,55.698,0.844,-1.256,0.914,0.549,21.025,11.261,14.669,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,37,147,56.627,0.934,1.518,0.925,0.653,24.412,8.709,13.681,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,38,302,75.012,0.814,1.324,0.938,0.613,26.955,15.639,19.609,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,39,225,67.941,0.924,1.262,0.926,0.554,28.321,10.856,16.926,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,40,178,56.284,0.842,-1.239,0.922,0.578,21.486,11.582,15.054,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,41,41,24.971,0.952,0.902,0.911,0.414,13.128,4.034,7.225,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,42,23,19.864,0.961,1.169,0.852,0.511,10.417,2.87,5.412,16,43,36185,15799,0.6960795629424438
img05.bmp,top_left,void,43,60,37.521,0.971,1.363,0.87,0.556,18.383,4.379,8.74,16,43,36185,15799,0.6960795629424438
img05.bmp,bottom_left,part,0,37085,4304.899,0.126,-0.383,0.733,0.717,280.728,278.492,217.297,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,1,157,52.627,0.731,1.349,0.929,0.604,18.418,12.559,14.139,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,2,145,55.213,0.925,-1.274,0.901,0.549,22.943,8.718,13.587,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,3,345,87.841,0.898,-1.351,0.91,0.518,33.86,14.93,20.959,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,4,274,73.456,0.861,-1.433,0.923,0.612,27.839,14.164,18.678,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,5,213,61.284,0.845,0.95,0.934,0.563,23.675,12.643,16.468,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,6,64,37.456,0.97,0.918,0.928,0.388,18.498,4.52,9.027,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,7,265,79.355,0.936,-1.37,0.908,0.541,32.753,11.564,18.369,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,8,424,82.184,0.344,0.272,0.94,0.652,25.163,23.628,23.235,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,9,438,84.669,0.505,0.894,0.952,0.601,26.615,22.973,23.615,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,10,52,35.213,0.974,0.626,0.839,0.364,17.284,3.909,8.137,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,11,410,88.184,0.745,0.086,0.911,0.601,29.874,19.915,22.848,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,12,391,90.569,0.88,-0.864,0.924,0.45,34.296,16.279,22.312,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,13,512,91.497,0.611,0.905,0.946,0.61,30.04,23.782,25.532,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,14,451,111.462,0.947,0.19,0.897,0.484,45.394,14.527,23.963,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,15,316,98.77,0.968,0.183,0.868,0.479,42.579,10.647,20.059,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,16,10,9.243,0.912,-0.448,0.833,0.5,5.66,2.324,3.568,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,17,405,92.184,0.891,-1.339,0.929,0.576,35.669,16.18,22.708,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,18,218,71.391,0.935,-1.0,0.908,0.425,29.835,10.549,16.66,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,19,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128,17,43,37085,15127,0.7102773308817897
img05.bmp,bottom_left,void,20,658,108.569,0.755,-1.33,0.941,0.603,37.556,24.639,28.945,17,43,37085,15127,0.7102773308817897
